gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
ZBTB9,-0.0582,-0.0534,0.987204,0.984116,0.999943,NS,Exacerbated Down,TRUE
ARL8B,-0.0587,-0.0529,0.969078,0.970585,0.999842,NS,Exacerbated Down,FALSE
BCL2L13,0.0905,-0.021,0.895292,0.994707,0.905914,NS,Reversed (Aging Up / Training Down),FALSE
JSRP1,-0.0899,0.0213,0.921834,0.995758,0.928509,NS,Reversed (Aging Down / Training Up),FALSE
PGM1,0.0588,-0.0521,0.964896,0.967872,0.919552,NS,Reversed (Aging Up / Training Down),FALSE
VTA1,-0.0578,-0.0531,0.971247,0.970969,0.999901,NS,Exacerbated Down,TRUE
IPO5,-0.103,-0.0076,0.812895,0.999172,0.91097,NS,Exacerbated Down,FALSE
MRPL54,0.0477,0.0627,0.993065,0.98006,0.999536,NS,Exacerbated Up,TRUE
TBC1D17,0.0828,-0.0272,0.951312,0.994384,0.94632,NS,Reversed (Aging Up / Training Down),TRUE
NPEPPS,-1e-4,-0.1096,1,0.813328,0.911842,NS,Exacerbated Down,FALSE
RAB1A,0.0753,-0.0338,0.937519,0.986429,0.917598,NS,Reversed (Aging Up / Training Down),TRUE
ILK,0.1055,0.0034,0.842154,0.999866,0.916603,NS,Exacerbated Up,FALSE
SPCS1,0.0527,-0.0553,0.9782,0.97073,0.938905,NS,Reversed (Aging Up / Training Down),TRUE
ARPC4,-0.0368,0.0711,0.990986,0.953855,0.945337,NS,Reversed (Aging Down / Training Up),TRUE
COPS5,0.0323,-0.0755,0.991677,0.938889,0.935835,NS,Reversed (Aging Up / Training Down),FALSE
ECPAS,-0.0241,-0.0829,0.993083,0.878125,0.972678,NS,Exacerbated Down,FALSE
TSPO,0.1003,0.0066,0.925865,0.999694,0.961983,NS,Exacerbated Up,TRUE
UQCRC2,0.042,0.0646,0.982829,0.94779,0.997133,NS,Exacerbated Up,FALSE
NDUFB10,-0.0867,-0.0198,0.954053,0.997553,0.984137,NS,Exacerbated Down,FALSE
CAB39,0.0781,0.0282,0.919285,0.989527,0.982297,NS,Exacerbated Up,FALSE
PTGES2,-0.0433,0.0629,0.985964,0.962923,0.943711,NS,Reversed (Aging Down / Training Up),FALSE
RAB1B,-0.0106,-0.0954,0.999365,0.926594,0.971703,NS,Exacerbated Down,FALSE
SAMM50,0.0983,-0.0075,0.877007,0.999386,0.917768,NS,Reversed (Aging Up / Training Down),FALSE
GUK1,0.1009,-0.0039,0.970996,0.999912,0.973831,NS,Reversed (Aging Up / Training Down),TRUE
OXSM,-0.0142,-0.0902,0.999276,0.942903,0.983493,NS,Exacerbated Down,TRUE
GSR,-0.0546,0.0496,0.962813,0.964023,0.912371,NS,Reversed (Aging Down / Training Up),FALSE
COA6,-0.0925,0.0115,0.942946,0.999136,0.956824,NS,Reversed (Aging Down / Training Up),FALSE
NUDC,-0.0184,-0.0853,0.996264,0.876238,0.965368,NS,Exacerbated Down,FALSE
ST13,0.0278,-0.0756,0.990191,0.894275,0.901374,NS,Reversed (Aging Up / Training Down),FALSE
UBE2R2,0.1023,0.001,0.945286,0.999995,0.966239,NS,Exacerbated Up,TRUE
RAN,0.079,-0.0238,0.928626,0.993638,0.927278,NS,Reversed (Aging Up / Training Down),FALSE
SMYD1,0.0605,0.0413,0.983494,0.991265,0.999035,NS,Exacerbated Up,FALSE
GPI,-0.0174,0.0843,0.996517,0.872765,0.909877,NS,Reversed (Aging Down / Training Up),FALSE
NUDT9,0.036,-0.0654,0.991526,0.959111,0.951578,NS,Reversed (Aging Up / Training Down),TRUE
DENR,-0.0959,-0.0054,0.884579,0.99969,0.941762,NS,Exacerbated Down,FALSE
PDHA1,-0.1007,4e-4,0.84637,0.999998,0.912247,NS,Reversed (Aging Down / Training Up),FALSE
KLHDC8B,-0.0672,0.0337,0.983202,0.994828,0.97448,NS,Reversed (Aging Down / Training Up),TRUE
ATP5MG,0.0323,-0.0675,0.990965,0.94771,0.940693,NS,Reversed (Aging Up / Training Down),FALSE
SURF4,-0.0138,-0.0854,0.999015,0.94796,0.98181,NS,Exacerbated Down,TRUE
GMPR,0.0807,-0.0179,0.959224,0.997963,0.963023,NS,Reversed (Aging Up / Training Down),FALSE
TARS3,0.0601,-0.0376,0.985669,0.99085,0.971311,NS,Reversed (Aging Up / Training Down),TRUE
ELAVL1,-0.0945,0.0031,0.962998,0.99994,0.971617,NS,Reversed (Aging Down / Training Up),TRUE
DARS1,0.0424,0.0551,0.985846,0.970588,0.999273,NS,Exacerbated Up,FALSE
PRKAR1A,0.0951,-0.0021,0.879412,0.999951,0.927953,NS,Reversed (Aging Up / Training Down),FALSE
VAT1,0.0213,0.0759,0.996861,0.945338,0.986469,NS,Exacerbated Up,FALSE
MRPL46,-0.0257,0.0713,0.996757,0.961954,0.966317,NS,Reversed (Aging Down / Training Up),TRUE
ENSA,0.0914,0.0051,0.942835,0.999824,0.969602,NS,Exacerbated Up,TRUE
ATP1A2,0.0655,0.0306,0.94518,0.987559,0.991634,NS,Exacerbated Up,FALSE
ABCF1,0.0753,0.0208,0.960035,0.996808,0.987839,NS,Exacerbated Up,TRUE
TMEM230,-0.0848,0.0113,0.958036,0.99912,0.964945,NS,Reversed (Aging Down / Training Up),TRUE
COMMD6,0.0908,-0.005,0.974336,0.999878,0.978542,NS,Reversed (Aging Up / Training Down),TRUE
ILF3,0.0597,0.0361,0.986423,0.99392,0.998686,NS,Exacerbated Up,TRUE
COPS3,-0.0707,0.0251,0.916497,0.989771,0.907879,NS,Reversed (Aging Down / Training Up),FALSE
ACACA,-0.0934,0.0022,0.943672,0.99997,0.965019,NS,Reversed (Aging Down / Training Up),FALSE
DLST,0.0833,0.0113,0.922057,0.998669,0.967101,NS,Exacerbated Up,FALSE
PPIL1,0.0442,-0.0504,0.976846,0.961747,0.928268,NS,Reversed (Aging Up / Training Down),TRUE
PDXK,-0.0269,-0.0672,0.992375,0.934133,0.989256,NS,Exacerbated Down,TRUE
PDPR,0.0028,0.0912,0.999968,0.947044,0.976485,NS,Exacerbated Up,TRUE
MT-CO2,-0.0815,-0.0124,0.956644,0.998998,0.98178,NS,Exacerbated Down,FALSE
IST1,-0.0271,0.0666,0.992115,0.934084,0.933512,NS,Reversed (Aging Down / Training Up),TRUE
VPS25,-0.0013,-0.0923,0.999991,0.928113,0.967279,NS,Exacerbated Down,TRUE
OLA1,0.0305,-0.0627,0.988392,0.932944,0.924007,NS,Reversed (Aging Up / Training Down),FALSE
MTARC2,0.0478,0.0453,0.983645,0.982124,0.999974,NS,Exacerbated Up,TRUE
ATP5ME,-0.0722,-0.0208,0.956529,0.99633,0.987446,NS,Exacerbated Down,FALSE
GMPPB,0.0685,0.0245,0.966082,0.995186,0.991712,NS,Exacerbated Up,TRUE
RAP1B,-0.0764,0.0162,0.945204,0.997583,0.951661,NS,Reversed (Aging Down / Training Up),FALSE
EPHX1,-0.073,-0.0194,0.970231,0.997796,0.990589,NS,Exacerbated Down,FALSE
MSI2,0.0506,0.0416,0.984885,0.986986,0.999709,NS,Exacerbated Up,TRUE
ANXA6,0.0171,0.0748,0.996707,0.905134,0.974212,NS,Exacerbated Up,FALSE
PPP3CA,-0.0868,-0.0046,0.925685,0.999808,0.961629,NS,Exacerbated Down,FALSE
SERPINF1,-0.0733,0.0175,0.971591,0.998249,0.972713,NS,Reversed (Aging Down / Training Up),TRUE
EIF1AX,0.0535,0.037,0.977138,0.987693,0.998785,NS,Exacerbated Up,FALSE
WBP2,-0.056,-0.0344,0.972142,0.987326,0.997612,NS,Exacerbated Down,TRUE
RNH1,0.0053,-0.085,0.999755,0.899094,0.944997,NS,Reversed (Aging Up / Training Down),FALSE
PFN2,-0.0685,0.0211,0.957534,0.995887,0.955703,NS,Reversed (Aging Down / Training Up),FALSE
LIMS1,0.0478,0.0418,0.978878,0.979405,0.999809,NS,Exacerbated Up,TRUE
EIF5A,0.081,0.0085,0.927698,0.999275,0.966972,NS,Exacerbated Up,FALSE
BCS1L,-0.047,-0.0425,0.993655,0.991132,0.999959,NS,Exacerbated Down,TRUE
NDUFS7,-0.0424,0.0465,0.991954,0.988581,0.977166,NS,Reversed (Aging Down / Training Up),FALSE
MCCC2,0.0772,-0.0116,0.975305,0.999293,0.977754,NS,Reversed (Aging Up / Training Down),TRUE
UBXN1,0.0428,-0.0458,0.984476,0.978357,0.956083,NS,Reversed (Aging Up / Training Down),TRUE
CTBP1,0.0422,0.0464,0.984334,0.975807,0.99991,NS,Exacerbated Up,TRUE
NSFL1C,0.0498,-0.0388,0.966582,0.97697,0.932316,NS,Reversed (Aging Up / Training Down),FALSE
GPS1,2e-4,-0.0882,1,0.869192,0.937898,NS,Reversed (Aging Up / Training Down),FALSE
HSD17B10,0.0768,-0.0114,0.948134,0.99889,0.959119,NS,Reversed (Aging Up / Training Down),FALSE
AHCYL2,0.0347,0.0534,0.988189,0.963191,0.997995,NS,Exacerbated Up,TRUE
PGAM2,0.0608,-0.027,0.968056,0.993282,0.958667,NS,Reversed (Aging Up / Training Down),FALSE
MTHFD1,0.0432,-0.0445,0.974199,0.967128,0.930155,NS,Reversed (Aging Up / Training Down),FALSE
MMGT1,0.0201,-0.0675,0.99815,0.968457,0.97485,NS,Reversed (Aging Up / Training Down),TRUE
COX7B,0.0572,-0.03,0.98679,0.995928,0.980656,NS,Reversed (Aging Up / Training Down),TRUE
KPNA4,0.0019,0.0851,0.999965,0.877382,0.94474,NS,Exacerbated Up,FALSE
ATP1B1,0.0083,0.0786,0.999344,0.909427,0.965867,NS,Exacerbated Up,FALSE
MRI1,0.0025,0.0842,0.999985,0.974248,0.988143,NS,Exacerbated Up,TRUE
LNPK,0.0547,-0.032,0.9751,0.990453,0.960231,NS,Reversed (Aging Up / Training Down),TRUE
PPA2,0.0607,-0.0255,0.970669,0.994509,0.963383,NS,Reversed (Aging Up / Training Down),FALSE
STRAP,0.0686,0.017,0.925783,0.995725,0.977051,NS,Exacerbated Up,FALSE
RAC1,0.0287,-0.0567,0.989239,0.943166,0.93349,NS,Reversed (Aging Up / Training Down),FALSE
UQCRQ,0.0207,0.0646,0.996479,0.952867,0.989652,NS,Exacerbated Up,FALSE
NUP133,-0.0708,-0.0144,0.986517,0.999261,0.994231,NS,Exacerbated Down,TRUE
PLP2,-0.0051,0.0799,0.999946,0.979237,0.988889,NS,Reversed (Aging Down / Training Up),TRUE
PSMF1,0.08,0.0045,0.943279,0.999826,0.969619,NS,Exacerbated Up,TRUE
USP14,-0.051,0.0335,0.956312,0.979346,0.9243,NS,Reversed (Aging Down / Training Up),FALSE
NDUFS3,0.0389,-0.0454,0.990041,0.983722,0.969463,NS,Reversed (Aging Up / Training Down),FALSE
TPD52L2,-0.0379,-0.0447,0.981654,0.968135,0.999682,NS,Exacerbated Down,TRUE
SLC25A6,0.0735,0.009,0.977913,0.999652,0.989755,NS,Exacerbated Up,FALSE
DYNC1LI2,-0.0335,-0.0488,0.993038,0.979454,0.999098,NS,Exacerbated Down,TRUE
CDC34,0.0255,-0.0567,0.998107,0.988375,0.986991,NS,Reversed (Aging Up / Training Down),TRUE
HSP90AB1,-0.0136,0.068,0.998297,0.938419,0.955714,NS,Reversed (Aging Down / Training Up),FALSE
VCL,0.0193,0.0614,0.994916,0.924125,0.983971,NS,Exacerbated Up,FALSE
COX7A1,0.0602,0.0205,0.980582,0.997573,0.995021,NS,Exacerbated Up,FALSE
PDK1,0.0178,-0.0629,0.998503,0.976391,0.979486,NS,Reversed (Aging Up / Training Down),TRUE
CAND2,0.0311,-0.0494,0.99363,0.98008,0.97169,NS,Reversed (Aging Up / Training Down),FALSE
PSMB4,-0.0363,0.0442,0.986885,0.976238,0.957348,NS,Reversed (Aging Down / Training Up),FALSE
WDR44,-0.0031,0.0774,0.999972,0.965224,0.984091,NS,Reversed (Aging Down / Training Up),TRUE
PCBP2,-0.0068,0.0732,0.999538,0.91853,0.952604,NS,Reversed (Aging Down / Training Up),FALSE
SEC13,-0.0133,0.0666,0.998895,0.958724,0.970784,NS,Reversed (Aging Down / Training Up),TRUE
CNPY2,-0.0391,-0.0405,0.991382,0.986242,0.999993,NS,Exacerbated Down,TRUE
GLTP,-0.0169,-0.0626,0.999133,0.976826,0.994985,NS,Exacerbated Down,TRUE
KRT14,0.0617,0.0176,0.9937,0.999425,0.998005,NS,Exacerbated Up,TRUE
DNPH1,-0.04,0.0386,0.988675,0.987397,0.971432,NS,Reversed (Aging Down / Training Up),TRUE
PABPC1,-0.0338,-0.0444,0.986336,0.970607,0.999244,NS,Exacerbated Down,FALSE
FUS,-0.0689,0.009,0.943066,0.999088,0.956953,NS,Reversed (Aging Down / Training Up),TRUE
BZW2,-0.0236,-0.0541,0.993853,0.956576,0.993665,NS,Exacerbated Down,FALSE
ATP5F1E,-0.0365,-0.0408,0.990846,0.986389,0.999928,NS,Exacerbated Down,FALSE
ALDH3A2,0.048,-0.0287,0.981743,0.992776,0.970623,NS,Reversed (Aging Up / Training Down),FALSE
YKT6,0.0681,-0.008,0.946631,0.999289,0.960092,NS,Reversed (Aging Up / Training Down),TRUE
RAB11B,0.0469,0.0292,0.964916,0.985149,0.997374,NS,Exacerbated Up,FALSE
ISOC1,-0.0392,-0.0369,0.992926,0.990402,0.999985,NS,Exacerbated Down,TRUE
FERMT2,0.0204,-0.0554,0.997548,0.976265,0.976871,NS,Reversed (Aging Up / Training Down),TRUE
SYNJ2,0.0044,0.0705,0.999944,0.981948,0.991742,NS,Exacerbated Up,FALSE
PIP4K2A,0.0736,-0.0012,0.967563,0.999987,0.975508,NS,Reversed (Aging Up / Training Down),TRUE
APEH,0.0514,0.0232,0.96577,0.992702,0.994331,NS,Exacerbated Up,FALSE
NEK7,0.0665,0.0081,0.964098,0.99948,0.983783,NS,Exacerbated Up,FALSE
HINT1,-0.0528,-0.0215,0.981163,0.996619,0.996149,NS,Exacerbated Down,FALSE
GBP2,-0.02,-0.0541,0.998416,0.982754,0.996872,NS,Exacerbated Down,TRUE
ACSL3,-0.0473,-0.0265,0.979277,0.992846,0.997745,NS,Exacerbated Down,FALSE
CACNA2D1,0.0089,-0.0649,0.999269,0.943505,0.963701,NS,Reversed (Aging Up / Training Down),FALSE
TRIM72,-0.0032,0.0704,0.999885,0.906601,0.951379,NS,Reversed (Aging Down / Training Up),FALSE
LYPLA2,-0.0493,-0.0239,0.989807,0.996798,0.998202,NS,Exacerbated Down,TRUE
MIF,0.0031,0.0699,0.999943,0.959326,0.981459,NS,Exacerbated Up,FALSE
SUB1,-0.0233,0.0494,0.994844,0.969668,0.965912,NS,Reversed (Aging Down / Training Up),TRUE
PSMB6,0.01,-0.0624,0.999153,0.953494,0.968521,NS,Reversed (Aging Up / Training Down),FALSE
SNX6,0.0059,-0.0663,0.999676,0.930378,0.961642,NS,Reversed (Aging Up / Training Down),TRUE
UQCRH,-0.0144,0.0567,0.998325,0.964329,0.971343,NS,Reversed (Aging Down / Training Up),FALSE
GORASP2,-0.0094,-0.0616,0.999325,0.956625,0.985216,NS,Exacerbated Down,TRUE
LMCD1,0.0069,0.064,0.999728,0.968515,0.987456,NS,Exacerbated Up,FALSE
NDUFB8,-0.0248,0.0453,0.996117,0.983927,0.97943499999999994,NS,Reversed (Aging Down / Training Up),FALSE
ANXA11,-0.0435,0.0265,0.974835,0.989777,0.958912,NS,Reversed (Aging Down / Training Up),FALSE
FDPS,0.0347,-0.0351,0.983161,0.979406,0.955249,NS,Reversed (Aging Up / Training Down),FALSE
GPX4,-0.0156,-0.0541,0.997933,0.966248,0.991757,NS,Exacerbated Down,FALSE
SSB,-0.0572,0.0123,0.983907,0.999194,0.985314,NS,Reversed (Aging Down / Training Up),TRUE
SCRN2,-0.0601,0.0091,0.984375,0.999614,0.987129,NS,Reversed (Aging Down / Training Up),TRUE
COPS2,0.0412,-0.0264,0.979787,0.990843,0.965608,NS,Reversed (Aging Up / Training Down),FALSE
SYNJ2BP,-0.065,-0.0023,0.964471,0.999956,0.980519,NS,Exacerbated Down,FALSE
DPP3,-0.0352,0.031,0.990184,0.991175,0.977672,NS,Reversed (Aging Down / Training Up),FALSE
HSP90AA1,0.0282,0.038,0.992083,0.982384,0.999452,NS,Exacerbated Up,FALSE
STIP1,0.0624,-0.0037,0.940722,0.999815,0.961401,NS,Reversed (Aging Up / Training Down),FALSE
GMPR2,0.0638,-0.0023,0.975188,0.999966,0.983913,NS,Reversed (Aging Up / Training Down),FALSE
NDUFS6,0.0283,0.0373,0.995537,0.990711,0.99973,NS,Exacerbated Up,FALSE
CHCHD3,0.009,-0.0564,0.999387,0.966783,0.977293,NS,Reversed (Aging Up / Training Down),FALSE
CD59,0.0154,-0.0494,0.997937,0.971319,0.974576,NS,Reversed (Aging Up / Training Down),FALSE
LACTB,0.0225,-0.0422,0.996192,0.983138,0.97893,NS,Reversed (Aging Up / Training Down),FALSE
BLVRA,-0.0085,0.0559,0.999474,0.969121,0.979084,NS,Reversed (Aging Down / Training Up),FALSE
SF1,-0.013,0.051,0.99951,0.989353,0.991655,NS,Reversed (Aging Down / Training Up),TRUE
BABAM2,0.0044,-0.0593,0.999856,0.954585,0.975933,NS,Reversed (Aging Up / Training Down),TRUE
NUDCD2,-0.0208,-0.0417,0.997322,0.986095,0.998281,NS,Exacerbated Down,TRUE
CAVIN4,-0.0495,0.0128,0.982575,0.99877,0.982993,NS,Reversed (Aging Down / Training Up),TRUE
PLEKHF1,-0.0163,0.046,0.998615,0.982567,0.984595,NS,Reversed (Aging Down / Training Up),TRUE
CNDP2,0.0244,-0.0377,0.995284,0.986111,0.979761,NS,Reversed (Aging Up / Training Down),FALSE
ACAD9,0.0585,0.0034,0.981784,0.999934,0.990188,NS,Exacerbated Up,TRUE
OSBP,0.0426,0.0191,0.977992,0.995143,0.996139,NS,Exacerbated Up,TRUE
NEK9,-0.0477,-0.0134,0.990219,0.998776,0.996227,NS,Exacerbated Down,TRUE
TPT1,0.0075,-0.0534,0.999668,0.977473,0.9849,NS,Reversed (Aging Up / Training Down),FALSE
CRYZ,-0.0061,0.0542,0.999759,0.974277,0.983705,NS,Reversed (Aging Down / Training Up),FALSE
PRKAR2A,0.0348,-0.0251,0.985542,0.991512,0.972668,NS,Reversed (Aging Up / Training Down),FALSE
LTA4H,-0.0165,-0.0433,0.997461,0.976954,0.995726,NS,Exacerbated Down,FALSE
GART,0.0146,0.0441,0.997938,0.973899,0.994466,NS,Exacerbated Up,TRUE
COX5A,-0.0089,0.0495,0.999566,0.982772,0.987476,NS,Reversed (Aging Down / Training Up),FALSE
LDB3,-0.029,0.029,0.993624,0.992503,0.983506,NS,Reversed (Aging Down / Training Up),FALSE
MAP2K3,0.0105,0.0473,0.998997,0.97219,0.991793,NS,Exacerbated Up,FALSE
PUDP,0.0207,-0.0366,0.997673,0.990585,0.987894,NS,Reversed (Aging Up / Training Down),TRUE
ALDH16A1,-0.003,0.0542,0.999984,0.98346,0.994557,NS,Reversed (Aging Down / Training Up),TRUE
NDUFA5,0.022,-0.0351,0.996902,0.990418,0.986318,NS,Reversed (Aging Up / Training Down),FALSE
HSPA4,0.0287,0.0281,0.990667,0.989473,0.999998,NS,Exacerbated Up,FALSE
ARF1,0.0195,0.0367,0.996024,0.982162,0.998134,NS,Exacerbated Up,FALSE
TOMM40,0.0294,0.0267,0.993871,0.994031,0.999969,NS,Exacerbated Up,TRUE
UBL5,-0.0406,-0.0154,0.987601,0.998069,0.997181,NS,Exacerbated Down,TRUE
HDHD2,0.0091,-0.0468,0.999349,0.976684,0.983047,NS,Reversed (Aging Up / Training Down),TRUE
COPS6,-0.0208,-0.0348,0.995599,0.984509,0.99879,NS,Exacerbated Down,FALSE
PDCD5,0.0268,0.0283,0.992696,0.990367,0.999988,NS,Exacerbated Up,FALSE
EHD2,0.0089,-0.0462,0.999257,0.972673,0.980169,NS,Reversed (Aging Up / Training Down),FALSE
PRKRA,-0.0506,0.0042,0.991164,0.999926,0.993287,NS,Reversed (Aging Down / Training Up),TRUE
DLAT,-0.0248,-0.0289,0.992994,0.988573,0.999892,NS,Exacerbated Down,FALSE
APOO,0.0453,-0.0078,0.983529,0.999491,0.986158,NS,Reversed (Aging Up / Training Down),FALSE
EIF6,-0.0276,0.0252,0.993343,0.99333,0.983996,NS,Reversed (Aging Down / Training Up),TRUE
AIFM1,-0.0083,-0.0442,0.999318,0.972907,0.991262,NS,Exacerbated Down,FALSE
PSMD10,0.0075,-0.0449,0.999548,0.976266,0.984027,NS,Reversed (Aging Up / Training Down),TRUE
RAB7A,0.0354,-0.0169,0.982182,0.995683,0.975786,NS,Reversed (Aging Up / Training Down),FALSE
PABPC4,0.0197,0.0316,0.998547,0.994989,0.99965,NS,Exacerbated Up,TRUE
NUMA1,-0.0496,-0.0012,0.981762,0.999988,0.989529,NS,Exacerbated Down,TRUE
NDUFV1,-0.0374,-0.0129,0.991164,0.998855,0.997726,NS,Exacerbated Down,FALSE
NDUFB4,0.0435,-0.0063,0.990081,0.999776,0.99197,NS,Reversed (Aging Up / Training Down),FALSE
DBNL,0.0315,0.0178,0.997195,0.998281,0.999589,NS,Exacerbated Up,TRUE
UBR4,-6e-4,-0.0478,0.999998,0.975926,0.990164,NS,Exacerbated Down,TRUE
ARF4,-0.0283,-0.0195,0.996734,0.998196,0.999806,NS,Exacerbated Down,TRUE
SLC44A2,0.0158,-0.0312,0.998755,0.993742,0.992543,NS,Reversed (Aging Up / Training Down),TRUE
SMIM20,-0.0325,-0.014,0.995107,0.998941,0.999022,NS,Exacerbated Down,TRUE
CACNB1,-0.0107,-0.0354,0.999043,0.986313,0.996658,NS,Exacerbated Down,FALSE
LYPLA1,0.0237,0.0222,0.995242,0.995125,0.999989,NS,Exacerbated Up,FALSE
COX4I1,0.0387,-0.0067,0.990363,0.999693,0.991824,NS,Reversed (Aging Up / Training Down),FALSE
AIMP2,-0.0144,-0.0308,0.997692,0.986467,0.998128,NS,Exacerbated Down,FALSE
MRRF,0.0427,-0.0025,0.991131,0.999964,0.993418,NS,Reversed (Aging Up / Training Down),TRUE
MRPL50,0.0359,0.0084,0.996017,0.999716,0.998383,NS,Exacerbated Up,TRUE
HNRNPA2B1,0.0386,0.0054,0.990466,0.999804,0.995722,NS,Exacerbated Up,FALSE
NAA15,0.0333,0.0106,0.996425,0.999486,0.99887,NS,Exacerbated Up,TRUE
NONO,0.0118,0.0316,0.998937,0.990404,0.998097,NS,Exacerbated Up,TRUE
BIN1,-0.0326,-0.0107,0.986078,0.998414,0.996383,NS,Exacerbated Down,FALSE
NDUFA4,0.0376,0.0055,0.989226,0.999761,0.995267,NS,Exacerbated Up,FALSE
SKP1,-0.042,3e-4,0.986207,0.999999,0.991556,NS,Reversed (Aging Down / Training Up),FALSE
NDUFA9,-0.0035,-0.0388,0.999934,0.989444,0.995471,NS,Exacerbated Down,FALSE
MTX2,0.0361,-0.0061,0.989508,0.999679,0.99117,NS,Reversed (Aging Up / Training Down),FALSE
CAV1,-0.0022,-0.0397,0.999968,0.985734,0.993469,NS,Exacerbated Down,FALSE
PSMA5,-0.0107,0.031,0.998634,0.985027,0.985855,NS,Reversed (Aging Down / Training Up),FALSE
SLC25A5,0.0133,0.0273,0.99854,0.992379,0.998989,NS,Exacerbated Up,FALSE
NID2,0.0079,-0.0324,0.999848,0.996873,0.997489,NS,Reversed (Aging Up / Training Down),TRUE
CARS1,-0.0208,0.0182,0.997185,0.997469,0.993493,NS,Reversed (Aging Down / Training Up),TRUE
DDB1,-0.0136,0.0253,0.997521,0.9892,0.986401,NS,Reversed (Aging Down / Training Up),FALSE
CLTB,0.0222,-0.0165,0.995804,0.997248,0.991694,NS,Reversed (Aging Up / Training Down),TRUE
ALDOA,0.0259,-0.0122,0.993236,0.998339,0.990798,NS,Reversed (Aging Up / Training Down),FALSE
CLPP,0.0047,-0.0326,0.999925,0.994968,0.996814,NS,Reversed (Aging Up / Training Down),TRUE
METTL26,0.0312,0.0055,0.994382,0.9998,0.997598,NS,Exacerbated Up,TRUE
FAM162A,0.0282,0.0082,0.994223,0.999469,0.998241,NS,Exacerbated Up,FALSE
MCTS1,0.0281,-0.0051,0.992537,0.999736,0.99357,NS,Reversed (Aging Up / Training Down),FALSE
AMPD1,-0.0033,0.0292,0.999964,0.996412,0.997642,NS,Reversed (Aging Down / Training Up),TRUE
PPP1R12B,-0.0065,-0.0253,0.999882,0.99752,0.999342,NS,Exacerbated Down,TRUE
ANK3,0.0265,-0.0049,0.995423,0.999816,0.995825,NS,Reversed (Aging Up / Training Down),TRUE
TOMM5,0.0137,0.0172,0.99917,0.998229,0.999964,NS,Exacerbated Up,TRUE
NDUFS8,-0.0245,-0.0047,0.996855,0.999871,0.998737,NS,Exacerbated Down,FALSE
PDHB,-0.0078,-0.0214,0.999337,0.993701,0.998711,NS,Exacerbated Down,FALSE
FLOT1,0.0049,0.0228,0.999848,0.995738,0.998661,NS,Exacerbated Up,TRUE
P4HB,0.0205,0.0068,0.995383,0.999449,0.998759,NS,Exacerbated Up,FALSE
IAH1,0.0011,-0.0245,0.999992,0.994386,0.996771,NS,Reversed (Aging Up / Training Down),TRUE
CAND1,-0.0236,4e-4,0.996199,0.999999,0.997573,NS,Reversed (Aging Down / Training Up),FALSE
AMPD3,-0.0179,0.0058,0.999056,0.999885,0.998946,NS,Reversed (Aging Down / Training Up),TRUE
PFN1,0.0226,-5e-4,0.994666,0.999998,0.996603,NS,Reversed (Aging Up / Training Down),FALSE
DHX9,0.014,0.0071,0.998784,0.999618,0.99981,NS,Exacerbated Up,TRUE
PSMB2,0.0165,-0.0037,0.996944,0.999829,0.99714,NS,Reversed (Aging Up / Training Down),FALSE
PRKAA1,-0.0085,0.0112,0.999254,0.998487,0.997434,NS,Reversed (Aging Down / Training Up),FALSE
PRKCSH,0.0056,-0.0138,0.999739,0.998066,0.997947,NS,Reversed (Aging Up / Training Down),FALSE
FHOD1,-0.0173,0.0021,0.997269,0.999956,0.997867,NS,Reversed (Aging Down / Training Up),FALSE
OGDH,0.0151,-0.0027,0.997825,0.999925,0.998121,NS,Reversed (Aging Up / Training Down),FALSE
NPM1,0.0068,-0.0075,0.99972,0.999602,0.999209,NS,Reversed (Aging Up / Training Down),FALSE
NAPRT,-0.0028,0.0105,0.999978,0.999613,0.999667,NS,Reversed (Aging Down / Training Up),TRUE
FYCO1,-0.0054,-0.0068,0.999863,0.999743,0.999995,NS,Exacerbated Down,TRUE
NDUFS1,-0.0024,0.0089,0.999967,0.999433,0.999509,NS,Reversed (Aging Down / Training Up),FALSE
PSMB3,0.005,0.0024,0.9998,0.999947,0.999966,NS,Exacerbated Up,FALSE
EPRS1,9e-4,0.0011,0.999989,0.999983,1,NS,Exacerbated Up,FALSE
MYBPH,-2.2746,1.7207,0,9e-6,0,Reversal,Reversed (Aging Down / Training Up),TRUE
LMOD2,-2.3498,0.1569,0,0.954817,2e-6,Reversal,Reversed (Aging Down / Training Up),TRUE
ACTN2,-1.9923,0.4934,1e-6,0.569347,5e-6,Reversal,Reversed (Aging Down / Training Up),FALSE
ACTN1,-2.0749,0.3835,0,0.736255,1.1e-5,Reversal,Reversed (Aging Down / Training Up),FALSE
HAT1,-1.6467,0.7991,1.89e-4,0.144925,7e-6,Reversal,Reversed (Aging Down / Training Up),TRUE
GPT2,1.6779,-0.5924,7.08e-4,0.061142,2e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
ACTN4,-1.7925,0.3669,1e-6,0.700902,1.6e-5,Reversal,Reversed (Aging Down / Training Up),FALSE
ACTN3,-2.1256,-0.0169,2e-6,0.999613,0.001898,Reversal,Exacerbated Down,TRUE
MUSTN1,-1.3525,0.7718,3e-5,0.043355,0,Reversal,Reversed (Aging Down / Training Up),FALSE
