gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
SLC25A11,0.009,0.0446,0.999478,0.986363,0.994111,NS,Concordant Up,FALSE
ETFB,0.0095,-0.0438,0.99936,0.985382,0.984771,NS,Discordant (Young Up / Old Down),FALSE
RAB11B,0.0232,0.0292,0.990731,0.985149,0.999615,NS,Concordant Up,FALSE
NARS1,0.0359,0.0161,0.988725,0.997831,0.997723,NS,Concordant Up,TRUE
PTPN11,0.0186,0.0332,0.997477,0.990435,0.998866,NS,Concordant Up,TRUE
AIFM1,0.0071,-0.0442,0.99941,0.972907,0.974875,NS,Discordant (Young Up / Old Down),FALSE
BTF3,0.0493,-0.0012,0.982637,0.999991,0.987735,NS,Discordant (Young Up / Old Down),TRUE
EPS15L1,0.0296,-0.0208,0.994367,0.996908,0.987536,NS,Discordant (Young Up / Old Down),TRUE
CUTC,-0.0424,0.0075,0.986775,0.999635,0.987486,NS,Discordant (Young Down / Old Up),FALSE
NEB,0.0072,-0.0425,0.99984,0.994357,0.994523,NS,Discordant (Young Up / Old Down),FALSE
COPS4,0.0153,-0.0336,0.996456,0.981666,0.972056,NS,Discordant (Young Up / Old Down),FALSE
LSS,0.0146,-0.0341,0.998397,0.990016,0.986116,NS,Discordant (Young Up / Old Down),TRUE
IAH1,0.0241,-0.0245,0.994216,0.994386,0.983315,NS,Discordant (Young Up / Old Down),TRUE
MTCH2,-0.0376,0.0102,0.982888,0.998905,0.98103,NS,Discordant (Young Down / Old Up),FALSE
AKR7A2,-0.0429,-0.0048,0.978307,0.999774,0.988831,NS,Concordant Down,FALSE
MRPL22,-0.0268,-0.0209,0.996623,0.997403,0.999879,NS,Concordant Down,TRUE
DBT,-0.0037,-0.0437,0.999925,0.988537,0.993498,NS,Concordant Down,TRUE
PDHB,0.0257,-0.0214,0.990501,0.993701,0.97689,NS,Discordant (Young Up / Old Down),FALSE
MLEC,-0.0392,-0.0077,0.983421,0.999448,0.993023,NS,Concordant Down,FALSE
CDC37,-0.0359,-0.0109,0.981301,0.998496,0.994179,NS,Concordant Down,TRUE
ABRAXAS2,0.03,-0.0166,0.99011,0.996818,0.982022,NS,Discordant (Young Up / Old Down),TRUE
BCAT2,0.0018,-0.0443,0.999977,0.984567,0.988543,NS,Discordant (Young Up / Old Down),TRUE
EIF3B,-0.012,0.0337,0.998705,0.989065,0.985737,NS,Discordant (Young Down / Old Up),FALSE
IDH2,0.0293,0.0163,0.989878,0.99713,0.998728,NS,Concordant Up,FALSE
BZW1,-0.007,0.038,0.999785,0.99386,0.993729,NS,Discordant (Young Down / Old Up),TRUE
CBR4,0.0198,-0.0251,0.997899,0.996708,0.992304,NS,Discordant (Young Up / Old Down),TRUE
LIMCH1,-0.0025,-0.0423,0.999964,0.984304,0.992149,NS,Concordant Down,TRUE
TBCA,0.0116,-0.0331,0.998449,0.986254,0.98224,NS,Discordant (Young Up / Old Down),FALSE
ARPP19,0.0397,-0.0048,0.990915,0.999873,0.991899,NS,Discordant (Young Up / Old Down),TRUE
B2M,0.0125,0.0308,0.998856,0.991813,0.998187,NS,Concordant Up,TRUE
NUDCD2,-0.0016,-0.0417,0.999982,0.986095,0.991401,NS,Concordant Down,TRUE
MSI2,0.0017,0.0416,0.999984,0.986986,0.992576,NS,Concordant Up,TRUE
SH3BGR,-0.0178,-0.0253,0.997654,0.995245,0.999717,NS,Concordant Down,FALSE
TARS3,-0.0052,-0.0376,0.999899,0.99085,0.996501,NS,Concordant Down,TRUE
HSD17B8,0.021,-0.0211,0.997208,0.99729,0.992051,NS,Discordant (Young Up / Old Down),TRUE
SLC25A5,0.0146,0.0273,0.997885,0.992379,0.998903,NS,Concordant Up,FALSE
ARF1,0.0049,0.0367,0.999717,0.982162,0.991054,NS,Concordant Up,FALSE
TMED2,-0.0244,0.0161,0.995474,0.997944,0.990763,NS,Discordant (Young Down / Old Up),TRUE
PITRM1,0.009,0.0312,0.999643,0.995227,0.99839,NS,Concordant Up,TRUE
CAMK2G,0.0185,-0.021,0.996581,0.995666,0.988721,NS,Discordant (Young Up / Old Down),TRUE
EMC3,-0.0074,-0.0313,0.999703,0.994409,0.997757,NS,Concordant Down,TRUE
ABCF1,-0.0163,0.0208,0.998054,0.996808,0.992677,NS,Discordant (Young Down / Old Up),TRUE
GNAI2,3e-4,-0.036,0.999999,0.98361,0.988601,NS,Discordant (Young Up / Old Down),FALSE
BAIAP3,0.0029,-0.0326,0.999954,0.993902,0.994843,NS,Discordant (Young Up / Old Down),TRUE
C11orf68,0.0138,0.0207,0.998858,0.997089,0.999793,NS,Concordant Up,TRUE
SUCLG1,0.0336,-1e-4,0.988628,1,0.992315,NS,Discordant (Young Up / Old Down),FALSE
DLST,-0.022,0.0113,0.994585,0.998669,0.991283,NS,Discordant (Young Down / Old Up),FALSE
PSMC5,-0.019,-0.0131,0.995313,0.997874,0.999715,NS,Concordant Down,FALSE
AUH,-0.0089,0.0229,0.999524,0.996781,0.995573,NS,Discordant (Young Down / Old Up),FALSE
AK3,-0.0298,-0.002,0.995827,0.999982,0.99752,NS,Concordant Down,FALSE
CMC2,-0.0016,-0.0299,0.999987,0.994528,0.996787,NS,Concordant Down,TRUE
EIF2A,0.0186,0.0122,0.997813,0.998991,0.999815,NS,Concordant Up,TRUE
PPA2,-0.0053,-0.0255,0.999772,0.994509,0.997636,NS,Concordant Down,FALSE
BCL2L13,0.0093,-0.021,0.998995,0.994707,0.992098,NS,Discordant (Young Up / Old Down),FALSE
DLAT,0.0011,-0.0289,0.999986,0.988573,0.991533,NS,Discordant (Young Up / Old Down),FALSE
PLCD4,-0.0104,0.0195,0.998965,0.996257,0.99371,NS,Discordant (Young Down / Old Up),TRUE
FKBP3,-0.0153,0.0138,0.997059,0.997671,0.992352,NS,Discordant (Young Down / Old Up),FALSE
ANK3,0.0242,-0.0049,0.995503,0.999816,0.995304,NS,Discordant (Young Up / Old Down),TRUE
PPIF,0.0013,0.0274,0.999989,0.995083,0.996895,NS,Concordant Up,FALSE
PITPNA,-0.0195,-0.0078,0.998114,0.999499,0.999433,NS,Concordant Down,TRUE
LONP1,-0.0236,-0.0034,0.994947,0.999906,0.997503,NS,Concordant Down,FALSE
MRPL50,0.0186,0.0084,0.998867,0.999716,0.999737,NS,Concordant Up,TRUE
TTC3,-0.0017,-0.0237,0.999988,0.997961,0.998662,NS,Concordant Down,TRUE
RPN1,0.0181,0.0062,0.995471,0.999521,0.998701,NS,Concordant Up,FALSE
EIF3D,-0.0113,0.013,0.998883,0.998417,0.996151,NS,Discordant (Young Down / Old Up),TRUE
RAB7A,0.0067,-0.0169,0.999349,0.995683,0.993986,NS,Discordant (Young Up / Old Down),FALSE
PAFAH1B3,8e-4,-0.0227,0.999997,0.997305,0.998136,NS,Discordant (Young Up / Old Down),TRUE
DEFA3,-0.0135,0.0079,0.999305,0.999772,0.998782,NS,Discordant (Young Down / Old Up),FALSE
NDUFA4,0.0158,0.0055,0.99786,0.999761,0.999379,NS,Concordant Up,FALSE
PSMB1,0.0176,0.0037,0.994995,0.999803,0.99793,NS,Concordant Up,FALSE
DENR,-0.0133,-0.0054,0.997947,0.99969,0.999507,NS,Concordant Down,FALSE
HIBADH,-0.0062,0.0124,0.999508,0.998017,0.99679,NS,Discordant (Young Down / Old Up),FALSE
SKP1,-0.0173,3e-4,0.997408,0.999999,0.998171,NS,Discordant (Young Down / Old Up),FALSE
CS,-0.0032,-0.0141,0.999904,0.998022,0.999171,NS,Concordant Down,FALSE
ALDOA,-0.0025,-0.0122,0.999932,0.998339,0.99927,NS,Concordant Down,FALSE
NPM1,0.0071,-0.0075,0.999643,0.999602,0.998921,NS,Discordant (Young Up / Old Down),FALSE
RPLP1,0.002,0.008,0.999981,0.999699,0.999881,NS,Concordant Up,FALSE
ILK,0.0048,0.0034,0.999728,0.999866,0.999985,NS,Concordant Up,FALSE
CSDE1,6e-4,-0.0064,0.999997,0.999632,0.999686,NS,Discordant (Young Up / Old Down),FALSE
PIP4K2A,-0.0043,-0.0012,0.999899,0.999987,0.999958,NS,Concordant Down,TRUE
PDHA1,0.0025,4e-4,0.99992,0.999998,0.999962,NS,Concordant Up,FALSE
MYBPH,1.1059,1.7207,0.007654,9e-6,0.528236,Sig Both,Concordant Up,TRUE
S100A13,1.1115,0.6609,6e-6,0.045714,0.479453,Sig Both,Concordant Up,FALSE
ADH1B,-0.8158,-0.6933,0.006515,0.037392,0.962991,Sig Both,Concordant Down,TRUE
MYLK,-0.7665,-0.7396,0.004589,0.006135,0.998051,Sig Both,Concordant Down,TRUE
FSCN1,0.7074,0.6479,0.002088,0.003281,0.986872,Sig Both,Concordant Up,TRUE
HPRT1,0.5118,0.5566,0.028383,0.005644,0.991192,Sig Both,Concordant Up,TRUE
SLC25A42,-0.3609,-0.7574,0.846408,0.031184,0.826442,Sig Old only,Concordant Down,TRUE
GLIPR2,0.4474,0.606,0.298948,0.016141,0.919928,Sig Old only,Concordant Up,TRUE
ANXA3,-0.3847,-0.5737,0.325739,0.01238,0.859175,Sig Old only,Concordant Down,TRUE
CAMK2D,0.4039,0.5425,0.128751,0.015099,0.908389,Sig Old only,Concordant Up,FALSE
ASS1,-0.2462,-0.6464,0.841929,0.037467,0.65699,Sig Old only,Concordant Down,TRUE
ARHGAP1,0.388,0.4722,0.126277,0.032159,0.964828,Sig Old only,Concordant Up,TRUE
MUSTN1,-0.0796,0.7718,0.982096,0.043355,0.088317,Sig Old only,Discordant (Young Down / Old Up),FALSE
SYNE2,-0.388,-0.4305,0.114073,0.038032,0.990936,Sig Old only,Concordant Down,TRUE
SYNGR2,-0.2713,-0.4791,0.525499,0.037071,0.792651,Sig Old only,Concordant Down,TRUE
ALDH6A1,-0.2031,-0.5216,0.723033,0.036071,0.557876,Sig Old only,Concordant Down,TRUE
PCYT2,-0.0878,-0.4805,0.950332,0.025479,0.312964,Sig Old only,Concordant Down,TRUE
TBC1D24,0.0526,-0.4748,0.989707,0.028882,0.211047,Sig Old only,Discordant (Young Up / Old Down),TRUE
SERPINH1,0.907,0.8176,0.021063,0.156129,0.988749,Sig Young only,Concordant Up,TRUE
S100A6,1.174,0.5317,1.09e-4,0.283079,0.29821,Sig Young only,Concordant Up,TRUE
MYH3,-1.2199,-0.4081,0.003406,0.672077,0.286149,Sig Young only,Concordant Down,TRUE
ALDH1B1,1.2088,0.4062,1e-6,0.408722,0.056598,Sig Young only,Concordant Up,TRUE
S100A4,1.015,0.4377,1.6e-5,0.28138,0.215574,Sig Young only,Concordant Up,FALSE
COL1A2,-1.2317,-0.0828,0.003149,0.987199,0.054985,Sig Young only,Concordant Down,TRUE
JPT2,0.9004,0.4136,0.004673,0.222365,0.3949,Sig Young only,Concordant Up,TRUE
CARNS1,0.7759,0.453,0.002609,0.224098,0.663997,Sig Young only,Concordant Up,TRUE
FBN1,-0.8338,-0.3804,0.003677,0.442766,0.471828,Sig Young only,Concordant Down,TRUE
ART3,-0.7703,-0.431,7.92e-4,0.18961,0.574026,Sig Young only,Concordant Down,TRUE
FAM185A,-0.8719,-0.3236,0.030424,0.485238,0.391869,Sig Young only,Concordant Down,TRUE
SORBS1,-0.8092,-0.3001,0.048709,0.581649,0.453986,Sig Young only,Concordant Down,TRUE
SLC20A2,-1.0441,-0.0389,0.01642,0.996946,0.095884,Sig Young only,Concordant Down,TRUE
PEBP4,-0.6077,-0.4411,0.042873,0.168634,0.904631,Sig Young only,Concordant Down,TRUE
UCHL1,0.8543,0.1235,9.33e-4,0.936634,0.067136,Sig Young only,Concordant Up,FALSE
CD81,-0.8205,-0.1565,0.005432,0.874663,0.11739,Sig Young only,Concordant Down,TRUE
HSPB1,0.524,0.3907,0.024629,0.183945,0.92016,Sig Young only,Concordant Up,FALSE
H1-0,-0.6743,-0.2363,0.001481,0.635632,0.283042,Sig Young only,Concordant Down,FALSE
HSPB6,0.619,0.2803,0.006613,0.517303,0.523766,Sig Young only,Concordant Up,FALSE
PSME2,0.6117,0.2855,0.006311,0.418107,0.509552,Sig Young only,Concordant Up,TRUE
F13A1,0.7356,0.1249,0.030564,0.915202,0.188979,Sig Young only,Concordant Up,TRUE
COL6A1,-0.7339,0.1198,0.044137,0.955547,0.068074,Sig Young only,Discordant (Young Down / Old Up),TRUE
MYL3,-0.8047,0.0476,0.028902,0.994036,0.091848,Sig Young only,Discordant (Young Down / Old Up),FALSE
EZR,0.6414,0.197,0.012496,0.792464,0.362074,Sig Young only,Concordant Up,TRUE
TOR1AIP1,-0.6167,-0.2102,0.0412,0.693209,0.42945,Sig Young only,Concordant Down,TRUE
ANXA1,0.5767,0.2386,0.039463,0.702115,0.600079,Sig Young only,Concordant Up,FALSE
FTH1,-0.6764,0.121,0.03501,0.945272,0.052891,Sig Young only,Discordant (Young Down / Old Up),FALSE
GNAS,-0.4809,-0.3094,0.005278,0.193136,0.789216,Sig Young only,Concordant Down,FALSE
GLRX3,0.5413,0.216,0.001384,0.537461,0.351829,Sig Young only,Concordant Up,FALSE
S100A11,0.5494,0.1925,0.019694,0.743811,0.451131,Sig Young only,Concordant Up,TRUE
DYNC1LI1,0.6381,0.1033,0.001317,0.91689,0.071514,Sig Young only,Concordant Up,TRUE
MT-ND4,-0.5116,-0.2174,0.046171,0.700618,0.631068,Sig Young only,Concordant Down,FALSE
FARSB,0.6058,0.1228,0.001145,0.880147,0.112209,Sig Young only,Concordant Up,FALSE
UBE2I,-0.5001,-0.2243,0.031438,0.638183,0.630168,Sig Young only,Concordant Down,FALSE
MSN,0.4705,0.2478,0.001705,0.299026,0.571751,Sig Young only,Concordant Up,FALSE
AKR1C3,0.6494,0.0682,0.009213,0.977537,0.130086,Sig Young only,Concordant Up,FALSE
TUBB6,0.4764,0.2367,0.041123,0.579712,0.706356,Sig Young only,Concordant Up,TRUE
MAOA,-0.5057,-0.1941,0.017322,0.69977,0.497731,Sig Young only,Concordant Down,FALSE
CALU,0.3894,0.3073,0.046739,0.199013,0.956496,Sig Young only,Concordant Up,FALSE
NDUFA3,-0.6028,-0.0925,0.007026,0.94842,0.154233,Sig Young only,Concordant Down,FALSE
SNU13,-0.5089,-0.1857,0.008102,0.656987,0.388773,Sig Young only,Concordant Down,TRUE
DYNLT1,0.4339,0.2539,0.009194,0.264528,0.723366,Sig Young only,Concordant Up,TRUE
RPS11,0.4916,0.1915,0.002607,0.581514,0.369885,Sig Young only,Concordant Up,TRUE
VARS1,0.525,0.1543,7.82e-4,0.727948,0.181949,Sig Young only,Concordant Up,FALSE
HSPB7,0.4577,0.2023,0.044546,0.676398,0.652187,Sig Young only,Concordant Up,FALSE
UBE2B,-0.6203,0.0344,0.02555,0.993382,0.054117,Sig Young only,Discordant (Young Down / Old Up),TRUE
RBM3,-0.6177,0.0327,0.049079,0.995938,0.128879,Sig Young only,Discordant (Young Down / Old Up),TRUE
ABCE1,0.4528,0.1935,0.028358,0.665408,0.598276,Sig Young only,Concordant Up,FALSE
CBR1,0.4004,0.2351,0.030897,0.420306,0.796524,Sig Young only,Concordant Up,FALSE
NFIC,-0.5049,-0.129,0.045076,0.873969,0.380755,Sig Young only,Concordant Down,TRUE
MICU2,-0.5505,-0.0831,0.036368,0.943938,0.198281,Sig Young only,Concordant Down,TRUE
COX7B,-0.5736,-0.03,0.035657,0.995928,0.180909,Sig Young only,Concordant Down,TRUE
MT-CO3,-0.5278,-0.0733,0.040729,0.967706,0.256441,Sig Young only,Concordant Down,TRUE
TARS1,0.4435,0.1533,0.049039,0.764236,0.502177,Sig Young only,Concordant Up,TRUE
MAOB,-0.4089,-0.1829,0.031355,0.644192,0.634058,Sig Young only,Concordant Down,FALSE
NDUFS7,-0.5399,0.0465,0.030042,0.988581,0.083067,Sig Young only,Discordant (Young Down / Old Up),FALSE
MGST3,-0.4094,-0.1511,0.045878,0.779695,0.568995,Sig Young only,Concordant Down,FALSE
CCT6A,0.3878,0.1656,0.014546,0.622932,0.549759,Sig Young only,Concordant Up,FALSE
TMEM143,-0.4931,0.0541,0.039111,0.982133,0.085491,Sig Young only,Discordant (Young Down / Old Up),TRUE
USP9X,0.416,0.1192,0.017888,0.767045,0.296478,Sig Young only,Concordant Up,TRUE
DYNC1H1,0.408,0.1197,0.004029,0.783538,0.268332,Sig Young only,Concordant Up,FALSE
PSME1,0.3726,0.1161,0.021515,0.818575,0.424141,Sig Young only,Concordant Up,FALSE
FARSA,0.4429,0.0448,0.04272,0.98567,0.245461,Sig Young only,Concordant Up,TRUE
NDUFV2,-0.4516,0.0309,0.030325,0.993298,0.092982,Sig Young only,Discordant (Young Down / Old Up),FALSE
EMD,-0.4257,0.0457,0.028974,0.980992,0.059887,Sig Young only,Discordant (Young Down / Old Up),TRUE
DYNC1I2,0.3643,0.0893,0.027081,0.898209,0.361881,Sig Young only,Concordant Up,FALSE
WBP2,-0.382,-0.0344,0.033764,0.987326,0.189124,Sig Young only,Concordant Down,TRUE
ACP1,-0.3586,0.0364,0.04267,0.986575,0.098711,Sig Young only,Discordant (Young Down / Old Up),FALSE
