pathway,database,set_size,n_sig_contrasts,NES_Aging,NES_Training_Young,NES_Training_Old,NES_Interaction,NES_Reversal,padj_Aging,padj_Training_Young,padj_Training_Old,padj_Interaction,padj_Reversal,survives_J03,survives_J05,survives_J07
REACTOME_CELL_CYCLE_CHECKPOINTS,Reactome,68,2,-1.487,1.828,-0.851,-1.883,1.35,0.06003,0.001065,0.8904,0.001509,0.1551,FALSE,FALSE,TRUE
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,Reactome,12,2,-1.621,1.881,1.736,-1.359,1.698,0.07677,0.01151,0.09161,0.2062,0.0462,FALSE,TRUE,TRUE
REACTOME_PROGRAMMED_CELL_DEATH,Reactome,81,2,-1.417,1.877,0.947,-1.661,1.379,0.09047,6.686e-4,0.7328,0.006652,0.1153,FALSE,FALSE,FALSE
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,Reactome,11,2,-1.525,1.664,1.11,-1.562,1.713,0.1384,0.03367,0.5659,0.08981,0.04337,TRUE,TRUE,TRUE
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,Reactome,15,2,-1.512,-1.665,1.076,2.081,1.56,0.1384,0.03292,0.6108,0.001458,0.10780000000000001,TRUE,TRUE,TRUE
REACTOME_AGGREPHAGY,Reactome,19,2,-1.448,1.868,1.107,-1.864,1.55,0.168,0.00498,0.5651,0.008204,0.1061,FALSE,TRUE,TRUE
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,Reactome,15,2,-1.437,-1.851,0.93,2.004,1.373,0.1944,0.01264,0.722,0.002035,0.2518,FALSE,TRUE,TRUE
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,Reactome,35,2,-1.367,1.696,1.837,-0.632,1.613,0.2052,0.01441,0.01487,0.9811,0.05413,TRUE,TRUE,TRUE
REACTOME_BIOLOGICAL_OXIDATIONS,Reactome,48,2,1.339,-1.101,-1.838,-1.102,-1.618,0.2107,0.4004,0.01892,0.4238,0.03304,FALSE,TRUE,TRUE
REACTOME_CARGO_CONCENTRATION_IN_THE_ER,Reactome,12,2,1.425,1.642,-1.176,-1.848,-1.493,0.2183,0.03826,0.5087,0.01101,0.1473,TRUE,TRUE,TRUE
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Reactome,42,2,1.333,1.831,-0.824,-1.96,-1.054,0.221,0.005233,0.8984,0.001638,0.5596,FALSE,FALSE,FALSE
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,Reactome,12,2,-1.374,-1.945,1.011,2.175,1.31,0.2487,0.007118,0.6714,5.291e-4,0.3083,TRUE,TRUE,TRUE
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,Reactome,16,2,-1.322,1.986,0.996,-1.92,1.484,0.2931,0.002183,0.6757,0.00732,0.1581,FALSE,TRUE,TRUE
REACTOME_NEUTROPHIL_DEGRANULATION,Reactome,165,2,1.162,1.844,1.193,-1.651,-0.962,0.3175,1.12e-4,0.333,0.001458,0.7315,TRUE,TRUE,TRUE
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,Reactome,96,2,-1.184,1.65,-0.984,-1.916,0.97,0.3302,0.0052,0.6855,7.869e-4,0.6893,FALSE,TRUE,TRUE
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,Reactome,64,2,-1.187,-1.93,-1.393,1.81,0.918,0.3547,4.943e-4,0.1645,0.00214,0.7835,TRUE,TRUE,TRUE
REACTOME_RECYCLING_PATHWAY_OF_L1,Reactome,18,2,-1.215,1.975,1.845,-1.212,1.344,0.3926,0.002654,0.04079,0.3404,0.2622,TRUE,TRUE,TRUE
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,Reactome,27,2,-1.166,2.327,1.669,-1.944,1.476,0.4395,1.115e-5,0.09197,0.003478,0.1247,FALSE,FALSE,TRUE
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,Reactome,15,2,-1.183,-1.618,1.453,2.11,1.309,0.4495,0.04394,0.238,0.001381,0.3083,FALSE,FALSE,TRUE
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,Reactome,14,2,-1.146,1.712,0.969,-1.839,1.166,0.4906,0.02031,0.6882,0.01205,0.4544,TRUE,TRUE,TRUE
REACTOME_ECM_PROTEOGLYCANS,Reactome,20,2,-1.128,-2.408,-1.418,2.178,0.665,0.4957,9.078e-6,0.2547,5.396e-4,0.9743,TRUE,TRUE,TRUE
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,Reactome,162,2,1.059,-2.571,0.568,2.66,-0.88,0.5146,5.156e-13,0.9998,1.152e-16,0.8906,FALSE,FALSE,TRUE
REACTOME_SELECTIVE_AUTOPHAGY,Reactome,41,2,-1.08,1.548,-0.955,-1.685,1.073,0.5299,0.04038,0.7162,0.01372,0.5257,FALSE,FALSE,TRUE
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,Reactome,21,2,1.085,1.748,0.851,-1.869,-1.112,0.5367,0.01168,0.8278,0.007252,0.4966,TRUE,TRUE,TRUE
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,Reactome,34,2,-1.075,2.375,1.446,-1.986,1.399,0.5463,9.078e-6,0.2072,0.001717,0.1633,FALSE,TRUE,TRUE
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,Reactome,39,2,-1.064,-1.633,0.785,1.745,1.013,0.5561,0.02029,0.912,0.009502,0.6175,TRUE,TRUE,TRUE
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,Reactome,26,2,1.041,1.591,-1.21,-2.044,-1.044,0.5968,0.03871,0.4595,0.001538,0.5906,TRUE,TRUE,TRUE
REACTOME_CYTOPROTECTION_BY_HMOX1,Reactome,25,2,-1.04,-2.149,1.274,2.35,1.24,0.603,2.857e-4,0.4021,5.271e-5,0.3403,FALSE,TRUE,TRUE
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,Reactome,45,2,-1.028,2.192,1.498,-1.748,1.46,0.6077,2.425e-5,0.1478,0.006774,0.1081,FALSE,TRUE,TRUE
REACTOME_MRNA_SPLICING,Reactome,35,2,-0.98,-1.59,0.857,1.66,0.969,0.6854,0.02908,0.8449,0.01881,0.6893,FALSE,FALSE,FALSE
REACTOME_COLLAGEN_DEGRADATION,Reactome,15,2,0.949,-1.748,0.745,1.942,0.605,0.7209,0.01826,0.912,0.004104,0.9822,FALSE,FALSE,TRUE
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,Reactome,13,2,0.942,2.014,1.201,-1.744,-0.815,0.726,0.001599,0.4791,0.02688,0.8442,TRUE,TRUE,TRUE
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,Reactome,45,2,-0.952,2.325,1.546,-1.986,1.332,0.7329,7.033e-6,0.1224,0.001458,0.2061,FALSE,FALSE,TRUE
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,Reactome,14,2,-0.936,2.125,1.688,-1.764,1.326,0.7371,3.783e-4,0.1122,0.02273,0.3007,TRUE,TRUE,TRUE
REACTOME_TRNA_AMINOACYLATION,Reactome,27,2,0.891,2.174,0.795,-2.291,0.618,0.8158,1.205e-4,0.8925,2.387e-4,0.9822,FALSE,FALSE,TRUE
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,Reactome,26,2,-0.869,1.842,1.027,-1.998,0.962,0.8404,0.007379,0.6398,0.002213,0.6893,FALSE,FALSE,TRUE
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,Reactome,23,2,-0.858,2.048,1.53,-2.047,1.088,0.8494,8.375e-4,0.1546,0.001893,0.5257,FALSE,FALSE,TRUE
REACTOME_MITOTIC_PROMETAPHASE,Reactome,40,2,-0.856,1.993,1.462,-2.06,1.208,0.8885,6.046e-4,0.1681,0.001218,0.3541,FALSE,FALSE,TRUE
REACTOME_MET_PROMOTES_CELL_MOTILITY,Reactome,13,2,-0.806,-1.905,-0.895,1.702,0.564,0.8897,0.008016,0.7597,0.03049,0.9822,TRUE,TRUE,TRUE
REACTOME_SIGNALING_BY_MET,Reactome,17,2,-0.822,-1.789,-0.984,1.639,0.592,0.8897,0.01264,0.6796,0.04461,0.9822,FALSE,FALSE,TRUE
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,Reactome,29,2,-0.815,-1.807,1.125,2.016,0.913,0.9049,0.009915,0.5464,0.001458,0.7638,FALSE,TRUE,TRUE
REACTOME_AUTOPHAGY,Reactome,55,2,-0.828,1.585,-1.038,-1.798,0.823,0.9146,0.02413,0.6328,0.004523,0.8985,TRUE,TRUE,TRUE
REACTOME_PKR_MEDIATED_SIGNALING,Reactome,27,2,-0.797,1.571,0.795,-1.599,0.918,0.9146,0.04412,0.8925,0.04461,0.7568,TRUE,TRUE,TRUE
REACTOME_AURKA_ACTIVATION_BY_TPX2,Reactome,17,2,-0.755,2.01,1.64,-2.039,1.225,0.9224,0.001584,0.1287,0.001893,0.3816,FALSE,FALSE,FALSE
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,Reactome,23,2,0.764,2.244,0.813,-2.413,0.725,0.9224,5.083e-5,0.8686,4.046e-5,0.9484,TRUE,TRUE,TRUE
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,Reactome,48,2,-0.802,2.427,1.511,-2.166,1.165,0.9224,2.379e-6,0.1393,2.328e-4,0.3925,TRUE,TRUE,TRUE
REACTOME_LAMININ_INTERACTIONS,Reactome,12,2,-0.734,-1.995,-1.244,1.867,-0.68,0.9224,0.004647,0.4595,0.008737,0.9522,TRUE,TRUE,TRUE
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,Reactome,17,2,-0.755,2.01,1.64,-2.039,1.225,0.9224,0.001584,0.1287,0.001893,0.3816,FALSE,FALSE,FALSE
REACTOME_PROTEIN_FOLDING,Reactome,32,2,-0.767,1.996,1.601,-1.618,0.994,0.93,0.001367,0.1122,0.03528,0.6508,FALSE,TRUE,TRUE
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,Reactome,10,2,-0.704,2.262,2.097,-1.482,1.3,0.944,9.29e-6,5.123e-4,0.1353,0.3305,TRUE,TRUE,TRUE
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,Reactome,10,2,-0.694,-1.819,0.85,1.841,0.706,0.9472,0.0106,0.8088,0.006834,0.9321,TRUE,TRUE,TRUE
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Reactome,88,2,-0.803,2.239,1.249,-2.114,0.968,0.9511,4.466e-6,0.3157,5.575e-5,0.6944,TRUE,TRUE,TRUE
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,Reactome,33,2,-0.735,1.717,0.839,-1.83,0.85,0.9554,0.01129,0.8565,0.005565,0.8442,FALSE,FALSE,FALSE
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,Reactome,21,2,-0.699,2.188,1.898,-1.528,1.169,0.9596,1.335e-4,0.01892,0.08988,0.4361,FALSE,FALSE,FALSE
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,Reactome,18,2,0.677,2.045,1.608,-2.115,1.107,0.97,0.001205,0.1458,0.001381,0.5076,FALSE,FALSE,TRUE
REACTOME_COMPLEX_IV_ASSEMBLY,Reactome,25,2,-0.688,-2.235,1.144,2.462,1.027,0.9772,8.855e-5,0.5254,7.776e-6,0.6083,FALSE,TRUE,TRUE
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,Reactome,61,2,0.695,2.226,1.452,-1.944,0.927,0.983,1.111e-5,0.149,0.001213,0.7684,FALSE,FALSE,TRUE
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,Reactome,61,2,0.695,2.226,1.452,-1.944,0.927,0.983,1.111e-5,0.149,0.001213,0.7684,FALSE,FALSE,FALSE
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,Reactome,19,2,-0.552,-2.084,-1.061,2.027,-0.706,0.9859,5.122e-4,0.6289,0.001509,0.9497,FALSE,TRUE,TRUE
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Reactome,104,2,-0.692,-3.052,0.959,3.128,0.742,0.9859,2.247e-18,0.7175,1.6499999999999998e-22,0.9822,TRUE,TRUE,TRUE
REACTOME_SIGNALING_BY_PDGF,Reactome,12,2,0.546,-2.11,0.785,2.072,0.603,0.9859,0.001094,0.8776,0.001458,0.9818,TRUE,TRUE,TRUE
REACTOME_CELL_CELL_COMMUNICATION,Reactome,30,1,-1.83,0.925,1.06,1.072,1.485,0.007303,0.6775,0.6264,0.5156,0.1152,TRUE,TRUE,TRUE
REACTOME_COMPLEMENT_CASCADE,Reactome,13,1,1.735,1.385,1.192,-0.737,-1.453,0.04041,0.1685,0.484,0.8825,0.1756,FALSE,TRUE,TRUE
REACTOME_DEATH_RECEPTOR_SIGNALING,Reactome,16,1,-1.675,0.606,-1.406,-1.2,1.304,0.04041,0.9694,0.2841,0.3596,0.3083,TRUE,TRUE,TRUE
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,Reactome,10,1,1.679,1.728,1.128,-1.346,-1.469,0.05521,0.02454,0.5651,0.2271,0.1682,FALSE,TRUE,TRUE
REACTOME_SIGNALING_BY_INTERLEUKINS,Reactome,103,1,-1.386,1.632,0.991,-1.276,1.295,0.08008,0.007473,0.6789,0.1396,0.1676,FALSE,TRUE,TRUE
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,Reactome,25,1,1.452,1.481,-0.694,-1.711,-1.403,0.1635,0.07819,0.9555,0.02255,0.1682,FALSE,TRUE,TRUE
REACTOME_COLLAGEN_FORMATION,Reactome,18,1,-1.371,-1.545,1.334,1.935,1.352,0.2348,0.06902,0.3266,0.004221,0.2566,FALSE,FALSE,FALSE
REACTOME_NEURONAL_SYSTEM,Reactome,49,1,-1.301,1.599,1.54,-1.261,1.214,0.236,0.02548,0.1211,0.2169,0.3148,TRUE,TRUE,TRUE
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Reactome,26,1,1.355,1.796,1.613,0.765,0.847,0.2377,0.01035,0.1211,0.8825,0.8442,TRUE,TRUE,TRUE
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,Reactome,23,1,1.359,-0.985,0.872,1.62,-0.868,0.2419,0.585,0.808,0.0381,0.8177,TRUE,TRUE,TRUE
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,Reactome,16,1,-1.346,1.907,1.817,-0.993,1.545,0.2674,0.004793,0.05221,0.6218,0.1216,FALSE,TRUE,TRUE
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,Reactome,47,1,1.261,1.522,1.34,-1.058,1.144,0.2891,0.04412,0.2813,0.5147,0.4368,TRUE,TRUE,TRUE
REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS,Reactome,10,1,1.349,1.734,1.156,-1.58,-0.859,0.2931,0.02362,0.5464,0.08245,0.8051,TRUE,TRUE,TRUE
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Reactome,11,1,1.34,-0.893,-1.673,-1.163,-1.795,0.2997,0.698,0.1211,0.4118,0.02672,TRUE,TRUE,TRUE
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,Reactome,11,1,1.294,2.011,1.692,-1.392,0.535,0.3465,0.001084,0.109,0.1872,0.9822,FALSE,TRUE,TRUE
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,Reactome,43,1,-1.217,1.624,1.502,-1.221,1.235,0.3465,0.02535,0.1478,0.2702,0.3083,FALSE,FALSE,FALSE
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,Reactome,19,1,1.259,1.741,0.965,-1.465,-0.986,0.3465,0.01339,0.6888,0.122,0.661,FALSE,TRUE,TRUE
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Reactome,23,1,1.238,-1.33,1.314,1.678,-0.794,0.3503,0.1922,0.3492,0.02688,0.8906,FALSE,FALSE,FALSE
REACTOME_INTERFERON_SIGNALING,Reactome,65,1,-1.192,1.76,1.22,-1.276,1.215,0.3503,0.003248,0.3959,0.179,0.3083,TRUE,TRUE,TRUE
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,Reactome,10,1,-1.28,-1.551,1.001,1.71,1.374,0.3503,0.07922,0.6757,0.03038,0.2636,TRUE,TRUE,TRUE
REACTOME_CARDIAC_CONDUCTION,Reactome,25,1,-1.228,1.711,1.367,-0.899,1.279,0.3554,0.01362,0.2841,0.7496,0.3056,FALSE,FALSE,TRUE
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,Reactome,12,1,-1.245,0.759,1.863,1.363,1.533,0.3703,0.8606,0.01991,0.2166,0.1314,TRUE,TRUE,TRUE
REACTOME_ION_HOMEOSTASIS,Reactome,24,1,-1.22,1.779,1.383,-0.909,1.273,0.3703,0.01466,0.2799,0.7362,0.3083,TRUE,TRUE,TRUE
REACTOME_G_PROTEIN_MEDIATED_EVENTS,Reactome,12,1,-1.239,1.52,1.826,0.586,1.614,0.3785,0.08564,0.02699,0.9711,0.08636,TRUE,TRUE,TRUE
REACTOME_CELLULAR_SENESCENCE,Reactome,14,1,-1.219,-1.634,-0.871,1.559,1.023,0.403,0.04118,0.7963,0.08214,0.6083,TRUE,TRUE,TRUE
REACTOME_L1CAM_INTERACTIONS,Reactome,35,1,-1.172,1.865,1.619,-1.122,1.33,0.4127,0.004369,0.109,0.4118,0.2201,FALSE,TRUE,TRUE
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,Reactome,12,1,1.173,1.429,-1.421,-1.725,-1.134,0.4621,0.1446,0.286,0.03158,0.4905,TRUE,TRUE,TRUE
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,Reactome,15,1,1.162,1.581,-1.024,-1.911,-1.413,0.4665,0.05806,0.6427,0.006239,0.2061,TRUE,TRUE,TRUE
REACTOME_INTRAFLAGELLAR_TRANSPORT,Reactome,10,1,-1.141,1.223,1.782,-0.921,1.155,0.4955,0.3201,0.04685,0.7033,0.4776,TRUE,TRUE,TRUE
REACTOME_MTOR_SIGNALLING,Reactome,16,1,1.123,1.624,0.979,-1.489,-0.782,0.4978,0.04138,0.6796,0.1103,0.8884,TRUE,TRUE,TRUE
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,Reactome,16,1,-1.121,-1.76,-1.692,1.168,0.768,0.5057,0.01916,0.1122,0.3953,0.8906,TRUE,TRUE,TRUE
REACTOME_DRUG_ADME,Reactome,18,1,1.11,1.678,1.482,-0.904,0.783,0.506,0.02413,0.2093,0.7384,0.8884,TRUE,TRUE,TRUE
REACTOME_RHOV_GTPASE_CYCLE,Reactome,12,1,1.037,1.904,1.591,-1.274,0.836,0.603,0.009448,0.149,0.2944,0.8269,TRUE,TRUE,TRUE
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,Reactome,13,1,-1.042,1.715,1.704,-0.987,1.28,0.603,0.02268,0.1122,0.6262,0.3344,FALSE,TRUE,TRUE
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,Reactome,33,1,0.981,1.478,0.839,-1.705,-1.048,0.6647,0.07273,0.8565,0.01976,0.5898,FALSE,TRUE,TRUE
REACTOME_MITOPHAGY,Reactome,19,1,-0.976,-1.597,-1.585,1.063,0.837,0.6854,0.04738,0.1478,0.5217,0.8423,FALSE,FALSE,FALSE
REACTOME_EPH_EPHRIN_SIGNALING,Reactome,25,1,0.949,1.913,1.637,-0.956,0.647,0.726,0.00498,0.1122,0.6681,0.9821,TRUE,TRUE,TRUE
REACTOME_RHO_GTPASE_CYCLE,Reactome,90,1,-0.947,1.522,1.362,-1.227,1.045,0.7553,0.01793,0.1715,0.2108,0.5596,TRUE,TRUE,TRUE
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,Reactome,12,1,-0.911,-1.61,-1.023,1.609,0.83,0.7702,0.04829,0.6398,0.05927,0.8304,FALSE,FALSE,TRUE
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,Reactome,12,1,-0.911,-1.61,-1.023,1.609,0.83,0.7702,0.04829,0.6398,0.05927,0.8304,FALSE,TRUE,TRUE
REACTOME_COMPLEX_III_ASSEMBLY,Reactome,15,1,0.897,-1.432,1.099,1.872,-0.798,0.7877,0.135,0.5659,0.00817,0.874,TRUE,TRUE,TRUE
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,Reactome,15,1,0.896,-1.543,1.04,1.887,-0.547,0.7906,0.07077,0.6328,0.00719,0.984,TRUE,TRUE,TRUE
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,Reactome,11,1,-0.885,-1.786,-1.475,1.351,-0.808,0.8151,0.01339,0.2441,0.2236,0.8591,TRUE,FALSE,TRUE
REACTOME_HOMOLOGY_DIRECTED_REPAIR,Reactome,12,1,-0.879,-1.863,-1.301,1.528,-0.785,0.8158,0.01495,0.4041,0.09566,0.88,FALSE,TRUE,TRUE
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,Reactome,11,1,-0.86,1.518,-0.953,-1.885,-0.852,0.8272,0.08839,0.6935,0.007016,0.8177,TRUE,TRUE,TRUE
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,Reactome,12,1,-0.84,-1.232,-1.838,-0.846,-0.718,0.8534,0.3119,0.04737,0.7869,0.9284,TRUE,TRUE,TRUE
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,Reactome,10,1,-0.793,1.654,1.385,-1.424,1.104,0.8897,0.03786,0.3104,0.1744,0.5257,TRUE,TRUE,TRUE
REACTOME_SUMOYLATION,Reactome,16,1,0.784,-1.928,-1.033,1.32,-0.999,0.9049,0.0052,0.6398,0.237,0.6402,TRUE,TRUE,TRUE
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,Reactome,25,1,0.788,1.777,1.556,-0.819,0.761,0.92,0.009656,0.1478,0.8404,0.9263,TRUE,TRUE,TRUE
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,Reactome,24,1,-0.764,1.714,1.512,-1.455,1.099,0.9224,0.01468,0.1548,0.1103,0.5132,FALSE,TRUE,FALSE
REACTOME_HCMV_EARLY_EVENTS,Reactome,18,1,-0.753,1.927,1.245,-1.514,1.048,0.9224,0.004369,0.4318,0.09754,0.5898,TRUE,TRUE,TRUE
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,Reactome,13,1,-0.743,1.432,-1.4,-1.715,-0.885,0.9224,0.135,0.2955,0.03049,0.7797,FALSE,TRUE,TRUE
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,Reactome,21,1,0.755,1.454,-1.213,-2.064,-0.913,0.9248,0.092,0.4595,0.001638,0.7584,FALSE,FALSE,TRUE
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,Reactome,30,1,0.696,1.584,1.524,-1.194,0.869,0.9783,0.03367,0.149,0.3253,0.8177,TRUE,TRUE,TRUE
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,Reactome,19,1,-0.603,-1.615,-1.268,1.367,-0.964,0.983,0.04165,0.4046,0.1933,0.6893,TRUE,TRUE,TRUE
REACTOME_ATTENUATION_PHASE,Reactome,10,1,0.542,1.742,1.228,-1.523,0.745,0.9859,0.02211,0.4727,0.1128,0.8985,TRUE,FALSE,FALSE
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,Reactome,14,1,0.553,1.762,0.821,-1.523,-0.66,0.9859,0.01597,0.8565,0.1059,0.9712,TRUE,TRUE,TRUE
REACTOME_RHOU_GTPASE_CYCLE,Reactome,13,1,0.53,1.751,1.634,-1.014,1.018,0.9859,0.01837,0.1393,0.5896,0.6149,FALSE,TRUE,TRUE
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,WikiPathways,72,4,-2.901,1.35,2.813,2.065,3.102,5.745e-14,0.3463,6.517e-13,1.244e-4,1.885e-18,FALSE,FALSE,FALSE
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY,WikiPathways,30,4,-2.346,-1.95,1.435,2.345,2.271,5.19e-5,0.006225,0.3834,2.439e-5,3.262e-4,TRUE,TRUE,TRUE
WP_PROTEASOME_DEGRADATION,WikiPathways,44,4,-2.1,1.915,1.058,-1.724,1.984,9.607e-4,0.003332,0.6894,0.04024,0.00258,FALSE,TRUE,TRUE
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,WikiPathways,39,4,-2,2.315,1.634,-1.759,1.971,0.002594,1.524e-5,0.1293,0.04228,0.002604,TRUE,TRUE,TRUE
WP_16P112_PROXIMAL_DELETION_SYNDROME,WikiPathways,17,3,-0.559,2.48,2.096,-1.918,1.29,0.9882,1.416e-6,0.005547,0.01592,0.4532,TRUE,TRUE,TRUE
WP_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES,WikiPathways,79,2,2.223,0.799,-1.537,-1.542,-2.403,1.732e-5,0.9812,0.1264,0.05497,5.245e-7,TRUE,TRUE,TRUE
WP_FATTY_ACID_BETAOXIDATION,WikiPathways,22,2,2.406,-1.487,-1.874,-0.423,-2.485,2.946e-5,0.3463,0.06736,0.9993,3.907e-6,TRUE,TRUE,TRUE
WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM,WikiPathways,20,2,2.283,-0.527,-1.116,-0.689,-2.216,2.24e-4,0.9965,0.6507,0.9818,3.262e-4,FALSE,FALSE,FALSE
WP_MITOCHONDRIAL_FATTY_ACID_OXIDATION_DISORDERS,WikiPathways,14,2,2.237,-1.269,-1.576,-0.558,-2.245,2.24e-4,0.5225,0.3468,0.9993,3.262e-4,FALSE,TRUE,TRUE
WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION,WikiPathways,13,2,2.16,-1.176,-1.474,-0.552,-2.16,0.001401,0.6564,0.4643,0.9993,7.466e-4,FALSE,FALSE,FALSE
WP_AMINO_ACID_METABOLISM,WikiPathways,47,2,2.022,1.091,-1.435,-1.545,-1.917,0.004227,0.7467,0.3558,0.09868,0.005853,TRUE,TRUE,TRUE
