gene,pathway,database,cluster,theme
RABL3,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
ECPAS,ERAD pathway,GO:BP,C3,Other
RNF123,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
LAMTOR1,endomembrane system organization,GO:BP,C3,Other
TRIM72,endomembrane system organization,GO:BP,C3,Other
PRUNE1,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
MTDH,positive regulation of biosynthetic process,GO:BP,C3,Other
KTN1,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
NRAP,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
CAND1,positive regulation of biosynthetic process,GO:BP,C3,Other
MUSTN1,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
KLHDC8B,cell division,GO:BP,C3,Cytoskeletal & Cell Division
MMGT1,endomembrane system organization,GO:BP,C3,Other
EMC1,endomembrane system organization,GO:BP,C3,Other
TXNDC5,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
ADPRHL1,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
ABCF1,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
NEK9,cell division,GO:BP,C3,Cytoskeletal & Cell Division
SETD7,positive regulation of biosynthetic process,GO:BP,C3,Other
DNAJA4,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3,Proteostasis & Stress Response
SYNE2,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
ARPC1A,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
UFD1,response to topologically incorrect protein,GO:BP,C3,Other
COPS5,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
KHSRP,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
TNPO1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
USP9X,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
ERGIC1,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:BP,C3,Intracellular Transport & Signaling
FERMT2,regulation of protein localization,GO:BP,C3,Other
FUBP1,positive regulation of biosynthetic process,GO:BP,C3,Other
PBXIP1,positive regulation of biosynthetic process,GO:BP,C3,Other
AP2M1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
PDXP,cell division,GO:BP,C3,Cytoskeletal & Cell Division
SNF8,endomembrane system organization,GO:BP,C3,Other
ERO1A,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
DDRGK1,response to topologically incorrect protein,GO:BP,C3,Other
VPS13A,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
TBCB,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
S100A13,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
EIF3C,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
CCT7,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
VPS25,endomembrane system organization,GO:BP,C3,Other
ERP44,response to topologically incorrect protein,GO:BP,C3,Other
ESYT1,endomembrane system organization,GO:BP,C3,Other
TMEM43,endomembrane system organization,GO:BP,C3,Other
TUBB6,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
TMEM109,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
TPPP3,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
FUNDC2,cell activation,GO:BP,C3,Other
NAA15,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
AP1M1,endomembrane system organization,GO:BP,C3,Other
TOLLIP,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
RAB1B,endomembrane system organization,GO:BP,C3,Other
NUCKS1,positive regulation of biosynthetic process,GO:BP,C3,Other
SLK,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
TMX1,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
CHMP4B,endomembrane system organization,GO:BP,C3,Other
TOR1AIP2,endomembrane system organization,GO:BP,C3,Other
EHD1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
UBE2Z,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
GORASP2,endomembrane system organization,GO:BP,C3,Other
CACYBP,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
PREB,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
RAB18,endomembrane system organization,GO:BP,C3,Other
VTA1,endomembrane system organization,GO:BP,C3,Other
TIGAR,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
RTN4,endomembrane system organization,GO:BP,C3,Other
XPNPEP1,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
SAR1A,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
ARL8B,endomembrane system organization,GO:BP,C3,Other
CHMP5,endomembrane system organization,GO:BP,C3,Other
CNIH4,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
EMC3,endomembrane system organization,GO:BP,C3,Other
HSPB7,response to topologically incorrect protein,GO:BP,C3,Other
MLX,positive regulation of biosynthetic process,GO:BP,C3,Other
SEPTIN9,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
UBQLN2,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
BCAP29,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
XPO7,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
DBNL,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
VPS28,endomembrane system organization,GO:BP,C3,Other
APPL1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
PSME2,regulation of cell cycle G1/S phase transition,GO:BP,C3,Cytoskeletal & Cell Division
TMCO1,endomembrane system organization,GO:BP,C3,Other
UBQLN1,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
STUB1,response to topologically incorrect protein,GO:BP,C3,Other
PACSIN2,endomembrane system organization,GO:BP,C3,Other
PSMD13,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
LIMCH1,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
MAPRE3,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
RUVBL2,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
NUDC,cell division,GO:BP,C3,Cytoskeletal & Cell Division
PADI2,positive regulation of biosynthetic process,GO:BP,C3,Other
SUGT1,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
SBDS,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
TLN1,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
HYOU1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3,Proteostasis & Stress Response
ARIH1,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
UCHL5,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
SRPRB,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3,Proteostasis & Stress Response
CLIC4,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
DYNC1LI1,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
SLC35A4,positive regulation of translation,GO:BP,C4,Other
PDLIM1,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
STXBP3,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
DDX3X,cell differentiation,GO:BP,C4,Other
HAT1,chromatin remodeling,GO:BP,C4,Other
SYNM,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
TCAP,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
EIF3D,translational initiation,GO:BP,C4,Other
DENR,translational initiation,GO:BP,C4,Other
ACTN4,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
SELENOF,cell differentiation,GO:BP,C4,Other
LDB3,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
CILP,negative regulation of gene expression,GO:BP,C4,Other
BANF1,negative regulation of gene expression,GO:BP,C4,Other
CSDE1,translational initiation,GO:BP,C4,Other
PRKRA,animal organ morphogenesis,GO:BP,C4,Other
PPM1B,chromatin remodeling,GO:BP,C4,Other
TCEA3,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
EIF3J,translational initiation,GO:BP,C4,Other
PIAS2,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
UFL1,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
ARIH2,cell differentiation,GO:BP,C4,Other
SVIL,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
HLA-B,cell differentiation,GO:BP,C4,Other
COL1A1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
COL3A1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
COL4A1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
LMNA,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
TNNC2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
VWF,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
EIF2S1,translational initiation,GO:BP,C4,Other
SSB,positive regulation of translation,GO:BP,C4,Other
KRT18,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
MYL1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
NPM1,ribosomal large subunit biogenesis,GO:BP,C4,Other
TPM3,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
H1-0,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4,Intracellular Transport & Signaling
TPM2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
COL1A2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
COL4A2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
MYL3,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
NFIC,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
VIM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
RPS17,rRNA processing,GO:BP,C4,Other
RPSA,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
LGALS1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
TPM1,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
HNRNPA1,"alternative mRNA splicing, via spliceosome",GO:BP,C4,Other
PARP1,cell differentiation,GO:BP,C4,Other
THRB,cell differentiation,GO:BP,C4,Other
MYL2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
LAMC1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
MYH3,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
COL6A1,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
COL6A2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
COL6A3,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
ACTN1,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
MYH1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
MYH7,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
XRCC6,cell differentiation,GO:BP,C4,Other
MYH8,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
TNNT1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
NID1,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
MYL6B,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
HNRNPL,"alternative mRNA splicing, via spliceosome",GO:BP,C4,Other
DES,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
FLT1,cell differentiation,GO:BP,C4,Other
ARF4,cell differentiation,GO:BP,C4,Other
RPL7,ribosomal large subunit biogenesis,GO:BP,C4,Other
TNNI1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
NCL,negative regulation of gene expression,GO:BP,C4,Other
ATP2B1,HALLMARK_UV_RESPONSE_DN,Hallmark,C4,Other
EIF2S2,translational initiation,GO:BP,C4,Other
CAPN3,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
NEB,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
BGN,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
TGM2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
NME2,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
HNRNPA2B1,negative regulation of gene expression,GO:BP,C4,Other
FECH,cell differentiation,GO:BP,C4,Other
SFPQ,"alternative mRNA splicing, via spliceosome",GO:BP,C4,Other
LAMA2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
MYL9,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
FKBP2,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
RPL10,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
TMOD1,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
HNRNPH3,cell differentiation,GO:BP,C4,Other
RPL22,cell differentiation,GO:BP,C4,Other
FBN1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
MYH9,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
ACTN2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
FUS,negative regulation of gene expression,GO:BP,C4,Other
DEK,chromatin remodeling,GO:BP,C4,Other
MYH11,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
PPP1CC,cell differentiation,GO:BP,C4,Other
RPS19,cell differentiation,GO:BP,C4,Other
COL15A1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
CAP2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
RPL13A,translational initiation,GO:BP,C4,Other
EIF1,translational initiation,GO:BP,C4,Other
RPL35,ribosomal large subunit biogenesis,GO:BP,C4,Other
TNNT3,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
PPIC,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
CRKL,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
RPL5,ribosomal large subunit biogenesis,GO:BP,C4,Other
RPS5,translational initiation,GO:BP,C4,Other
CAPZA2,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
CAPZB,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
TNNI2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
AARS1,neuromuscular process,GO:BP,C4,Muscle Structure & Myogenesis
BCAM,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
RPL14,ribosomal large subunit biogenesis,GO:BP,C4,Other
FXR1,cell differentiation,GO:BP,C4,Other
DUSP3,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
CAV2,cell differentiation,GO:BP,C4,Other
HSD17B4,cell differentiation,GO:BP,C4,Other
RPS6KA3,cell differentiation,GO:BP,C4,Other
MYOM1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
HNRNPM,"alternative mRNA splicing, via spliceosome",GO:BP,C4,Other
CAPZA1,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
CRIP2,cell differentiation,GO:BP,C4,Other
MYOM2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
LAMB2,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
SEC13,RNA transport,GO:BP,C4,Intracellular Transport & Signaling
SH3BGR,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
EIF3B,translational initiation,GO:BP,C4,Other
EIF6,ribosomal large subunit biogenesis,GO:BP,C4,Other
EIF3E,translational initiation,GO:BP,C4,Other
GABARAPL2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
MYL6,skeletal muscle tissue development,GO:BP,C4,Muscle Structure & Myogenesis
ACTB,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
RPS3A,cell differentiation,GO:BP,C4,Other
RPL26,ribosomal large subunit biogenesis,GO:BP,C4,Other
RRAS2,cell differentiation,GO:BP,C4,Other
PPP1CA,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
PPP1CB,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
RPS14,cell differentiation,GO:BP,C4,Other
SNRPD2,spliceosomal complex assembly,GO:BP,C4,Other
RPL7A,ribosomal large subunit biogenesis,GO:BP,C4,Other
CNBP,positive regulation of translation,GO:BP,C4,Other
H2BC4,chromatin remodeling,GO:BP,C4,Other
RPL23,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
RPS15,cell differentiation,GO:BP,C4,Other
RPS28,rRNA processing,GO:BP,C4,Other
RPL11,ribosomal large subunit biogenesis,GO:BP,C4,Other
GRB2,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
RPL38,animal organ morphogenesis,GO:BP,C4,Other
RPS21,rRNA processing,GO:BP,C4,Other
RACK1,negative regulation of gene expression,GO:BP,C4,Other
TNNC1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
ACTA1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
CSNK2A1,chromatin remodeling,GO:BP,C4,Other
RPL24,ribosomal large subunit biogenesis,GO:BP,C4,Other
SRSF3,negative regulation of gene expression,GO:BP,C4,Other
FBLN2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
HSPG2,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
RBM3,positive regulation of translation,GO:BP,C4,Other
PURA,negative regulation of gene expression,GO:BP,C4,Other
SORD,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4,Intracellular Transport & Signaling
MYBPC1,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
SET,chromatin remodeling,GO:BP,C4,Other
TAGLN,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
RPL6,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
CAV1,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
LMNB2,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
PRKCQ,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
YWHAH,cell differentiation,GO:BP,C4,Other
CALD1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
DPT,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
SRSF1,cell differentiation,GO:BP,C4,Other
ACTN3,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
PPP3CA,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
DHX9,cell differentiation,GO:BP,C4,Other
SLC20A2,tissue development,GO:BP,C4,Other
LMOD3,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
NEXN,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
ASPH,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
TRDN,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
PRDX4,extracellular structure organization,GO:BP,C4,ECM & Tissue Remodeling
MYBPH,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
G3BP1,chromatin remodeling,GO:BP,C4,Other
EIF3I,translational initiation,GO:BP,C4,Other
SF3B2,spliceosomal complex assembly,GO:BP,C4,Other
MTM1,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
CAMK2G,cell differentiation,GO:BP,C4,Other
FHL3,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
ITGA7,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
DDX39B,chromatin remodeling,GO:BP,C4,Other
TUBB2A,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
NID2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4,ECM & Tissue Remodeling
CTTN,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
MYBPC2,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
CAPRIN1,cell differentiation,GO:BP,C4,Other
MVP,RNA transport,GO:BP,C4,Intracellular Transport & Signaling
PGM5,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
NONO,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
RAB35,cell differentiation,GO:BP,C4,Other
PCBP2,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
ELOC,negative regulation of gene expression,GO:BP,C4,Other
DHCR24,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4,Intracellular Transport & Signaling
TSC22D1,cell differentiation,GO:BP,C4,Other
ELAVL1,positive regulation of translation,GO:BP,C4,Other
SPEG,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
NEDD8,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
RBBP7,cell differentiation,GO:BP,C4,Other
HP1BP3,chromatin remodeling,GO:BP,C4,Other
OBSCN,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
MYOM3,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
ABLIM2,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
TWF2,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
LMOD2,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
CORO6,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
XIRP1,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
SND1,cell differentiation,GO:BP,C4,Other
EIF3M,translational initiation,GO:BP,C4,Other
MYH14,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
HDGFL2,cell differentiation,GO:BP,C4,Other
MYPN,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
COMMD7,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
SYNPO,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
SMYD1,cell differentiation,GO:BP,C4,Other
SERBP1,negative regulation of gene expression,GO:BP,C4,Other
SPATA20,cell differentiation,GO:BP,C4,Other
PREX1,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
UTP15,rRNA processing,GO:BP,C4,Other
PALLD,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
TTN,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
DDX1,translational initiation,GO:BP,C4,Other
MYO18A,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
P3H4,extracellular structure organization,GO:BP,C4,ECM & Tissue Remodeling
CELF1,cell differentiation,GO:BP,C4,Other
RPL3L,cell differentiation,GO:BP,C4,Other
CCDC47,cell differentiation,GO:BP,C4,Other
MSI2,cell differentiation,GO:BP,C4,Other
PDLIM5,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
CRELD1,tissue development,GO:BP,C4,Other
PGAM5,chromatin remodeling,GO:BP,C4,Other
NGLY1,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4,Intracellular Transport & Signaling
PURB,cell differentiation,GO:BP,C4,Other
BBS4,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
MYCBP,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
CORO1B,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
PELO,cell differentiation,GO:BP,C4,Other
NTMT1,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
EIF2A,translational initiation,GO:BP,C4,Other
TRIM54,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
SYNPO2L,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
MYOZ1,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
MYOZ2,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
PDLIM7,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
EIF2B3,cell differentiation,GO:BP,C4,Other
TMOD4,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
VAPA,cell differentiation,GO:BP,C4,Other
RNF7,cell differentiation,GO:BP,C4,Other
MYOT,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
DNAJB4,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
PUF60,"alternative mRNA splicing, via spliceosome",GO:BP,C4,Other
HSPB8,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
PACSIN3,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
AGO2,translational initiation,GO:BP,C4,Other
MYH2,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
SYNPO2,cytoskeleton organization,GO:BP,C4,Cytoskeletal & Cell Division
SNX12,negative regulation of gene expression,GO:BP,C4,Other
G3BP2,RNA transport,GO:BP,C4,Intracellular Transport & Signaling
PA2G4,cell differentiation,GO:BP,C4,Other
CAMK2A,cell differentiation,GO:BP,C4,Other
RTRAF,RNA transport,GO:BP,C4,Intracellular Transport & Signaling
APOBEC2,chromatin remodeling,GO:BP,C4,Other
CFL2,sarcomere organization,GO:BP,C4,Muscle Structure & Myogenesis
FNDC3A,cell adhesion,GO:BP,C4,ECM & Tissue Remodeling
SNX5,regulation of RNA metabolic process,GO:BP,C4,Metabolic & Redox Regulation
MYH4,HALLMARK_MYOGENESIS,Hallmark,C4,Muscle Structure & Myogenesis
