set_name,cluster_id,representative_term,cluster_label,n_member_terms,n_genes,member_terms_list
SP_593_STRIATED_MUSCLE_CONTRACTION_PATHWAY,593,WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY,STRIATED MUSCLE CONTRACTION PATHWAY,2,41,REACTOME_STRIATED_MUSCLE_CONTRACTION; WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY
SP_594_SUMOYLATION,594,REACTOME_SUMOYLATION,SUMOYLATION,2,189,REACTOME_SUMOYLATION; REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS
SP_595_SURFACTANT_METABOLISM,595,REACTOME_SURFACTANT_METABOLISM,SURFACTANT METABOLISM,1,30,REACTOME_SURFACTANT_METABOLISM
SP_596_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,596,REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,SYNTHESIS OF IP2 IP AND INS IN THE CYTOSOL,1,14,REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL
SP_597_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY,597,WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY,GLYCEROPHOSPHOLIPID BIOSYNTHETIC PATHWAY,5,68,REACTOME_SYNTHESIS_OF_PC; REACTOME_SYNTHESIS_OF_PE; WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS; WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY; WP_KENNEDY_PATHWAY_FROM_SPHINGOLIPIDS
SP_598_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,598,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,SYNTHESIS OF PIPS AT THE GOLGI MEMBRANE,3,28,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE; REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE; REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE
SP_599_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL,599,REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL,SYNTHESIS OF PYROPHOSPHATES IN THE CYTOSOL,1,10,REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL
SP_600_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL,600,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,TGF BETA RECEPTOR SIGNALING IN EMT EPITHELIAL TO MESENCHYMAL TRANSITION,1,16,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION
SP_601_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,601,REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,THE CANONICAL RETINOID CYCLE IN RODS TWILIGHT VISION,2,25,REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION; WP_VISUAL_CYCLE
SP_602_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,602,REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,TNFS BIND THEIR PHYSIOLOGICAL RECEPTORS,1,29,REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS
SP_603_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,603,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES,3,49,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN; REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES; REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST
SP_604_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,604,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,TRAFFICKING AND PROCESSING OF ENDOSOMAL TLR,1,13,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR
SP_605_TRAFFICKING_OF_AMPA_RECEPTORS,605,REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,TRAFFICKING OF AMPA RECEPTORS,2,31,REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS; REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS
SP_606_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT,606,WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT,MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT,4,35,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION; WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT; WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION; WP_SOMATIC_SEX_DETERMINATION
SP_607_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,607,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,TRANSPORT OF VITAMINS NUCLEOSIDES AND RELATED MOLECULES,2,43,REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE; REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES
SP_608_SULFATASE_AND_AROMATASE_PATHWAY,608,WP_SULFATASE_AND_AROMATASE_PATHWAY,SULFATASE AND AROMATASE PATHWAY,2,19,REACTOME_TRANSPORT_OF_ORGANIC_ANIONS; WP_SULFATASE_AND_AROMATASE_PATHWAY
SP_609_TRIGLYCERIDE_METABOLISM,609,REACTOME_TRIGLYCERIDE_METABOLISM,TRIGLYCERIDE METABOLISM,2,38,REACTOME_TRIGLYCERIDE_CATABOLISM; REACTOME_TRIGLYCERIDE_METABOLISM
SP_610_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,610,REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL,1,44,REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL
SP_611_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_,611,REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS,TURBULENT OSCILLATORY DISTURBED FLOW SHEAR STRESS ACTIVATES SIGNALING BY PIEZO1 AND INTEGRINS IN ENDOTHELIAL CELLS,1,31,REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS
SP_612_TYPE_I_HEMIDESMOSOME_ASSEMBLY,612,REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY,TYPE I HEMIDESMOSOME ASSEMBLY,1,11,REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY
SP_613_VITAMIN_D_CALCIFEROL_METABOLISM,613,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,VITAMIN D CALCIFEROL METABOLISM,2,17,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM; WP_VITAMIN_D_METABOLISM
SP_614_ZYGOTIC_GENOME_ACTIVATION_ZGA,614,REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA,ZYGOTIC GENOME ACTIVATION ZGA,1,17,REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA
SP_615_SA_MMP_CYTOKINE_CONNECTION,615,SA_MMP_CYTOKINE_CONNECTION,SA MMP CYTOKINE CONNECTION,1,15,SA_MMP_CYTOKINE_CONNECTION
SP_616_SIG_CHEMOTAXIS,616,SIG_CHEMOTAXIS,SIG CHEMOTAXIS,2,56,SIG_CHEMOTAXIS; SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES
SP_617_SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,617,SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,SIG PIP3 SIGNALING IN B LYMPHOCYTES,1,36,SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES
SP_618_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,618,WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME,10Q1121Q1123 COPY NUMBER VARIATION SYNDROME,1,61,WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME
SP_619_10Q22Q23_COPY_NUMBER_VARIATION,619,WP_10Q22Q23_COPY_NUMBER_VARIATION,10Q22Q23 COPY NUMBER VARIATION,1,64,WP_10Q22Q23_COPY_NUMBER_VARIATION
SP_620_11P112_COPY_NUMBER_VARIATION_SYNDROME,620,WP_11P112_COPY_NUMBER_VARIATION_SYNDROME,11P112 COPY NUMBER VARIATION SYNDROME,1,56,WP_11P112_COPY_NUMBER_VARIATION_SYNDROME
SP_621_13Q1212_COPY_NUMBER_VARIATION,621,WP_13Q1212_COPY_NUMBER_VARIATION,13Q1212 COPY NUMBER VARIATION,1,34,WP_13Q1212_COPY_NUMBER_VARIATION
SP_622_15Q11Q13_COPY_NUMBER_VARIATION,622,WP_15Q11Q13_COPY_NUMBER_VARIATION,15Q11Q13 COPY NUMBER VARIATION,2,66,WP_15Q11Q13_COPY_NUMBER_VARIATION; WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME
SP_623_15Q25_COPY_NUMBER_VARIATION,623,WP_15Q25_COPY_NUMBER_VARIATION,15Q25 COPY NUMBER VARIATION,1,46,WP_15Q25_COPY_NUMBER_VARIATION
SP_624_16P112_DISTAL_DELETION_SYNDROME,624,WP_16P112_DISTAL_DELETION_SYNDROME,16P112 DISTAL DELETION SYNDROME,1,33,WP_16P112_DISTAL_DELETION_SYNDROME
SP_625_16P112_PROXIMAL_DELETION_SYNDROME,625,WP_16P112_PROXIMAL_DELETION_SYNDROME,16P112 PROXIMAL DELETION SYNDROME,1,76,WP_16P112_PROXIMAL_DELETION_SYNDROME
SP_626_16P1311_COPY_NUMBER_VARIATION_SYNDROME,626,WP_16P1311_COPY_NUMBER_VARIATION_SYNDROME,16P1311 COPY NUMBER VARIATION SYNDROME,1,29,WP_16P1311_COPY_NUMBER_VARIATION_SYNDROME
SP_627_17Q12_COPY_NUMBER_VARIATION_SYNDROME,627,WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,17Q12 COPY NUMBER VARIATION SYNDROME,1,99,WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME
SP_628_1P36_COPY_NUMBER_VARIATION_SYNDROME,628,WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,1P36 COPY NUMBER VARIATION SYNDROME,1,112,WP_1P36_COPY_NUMBER_VARIATION_SYNDROME
SP_629_22Q112_COPY_NUMBER_VARIATION_SYNDROME,629,WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,22Q112 COPY NUMBER VARIATION SYNDROME,1,130,WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME
SP_630_2Q112_COPY_NUMBER_VARIATION_SYNDROME,630,WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME,2Q112 COPY NUMBER VARIATION SYNDROME,1,35,WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME
SP_631_2Q13_COPY_NUMBER_VARIATION_SYNDROME,631,WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,2Q13 COPY NUMBER VARIATION SYNDROME,1,63,WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME
SP_632_2Q211_COPY_NUMBER_VARIATION_SYNDROME,632,WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME,2Q211 COPY NUMBER VARIATION SYNDROME,1,18,WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME
SP_633_2Q37_COPY_NUMBER_VARIATION_SYNDROME,633,WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,2Q37 COPY NUMBER VARIATION SYNDROME,1,145,WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME
SP_634_3Q29_COPY_NUMBER_VARIATION_SYNDROME,634,WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,3Q29 COPY NUMBER VARIATION SYNDROME,1,71,WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME
SP_635_4P163_COPY_NUMBER_VARIATION,635,WP_4P163_COPY_NUMBER_VARIATION,4P163 COPY NUMBER VARIATION,1,32,WP_4P163_COPY_NUMBER_VARIATION
SP_636_5Q35_COPY_NUMBER_VARIATION,636,WP_5Q35_COPY_NUMBER_VARIATION,5Q35 COPY NUMBER VARIATION,1,111,WP_5Q35_COPY_NUMBER_VARIATION
SP_637_6Q16_COPY_NUMBER_VARIATION,637,WP_6Q16_COPY_NUMBER_VARIATION,6Q16 COPY NUMBER VARIATION,1,14,WP_6Q16_COPY_NUMBER_VARIATION
SP_638_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,638,WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,7Q1123 COPY NUMBER VARIATION SYNDROME,1,106,WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME
SP_639_7Q1123_DISTAL_COPY_NUMBER_VARIATION,639,WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION,7Q1123 DISTAL COPY NUMBER VARIATION,1,22,WP_7Q1123_DISTAL_COPY_NUMBER_VARIATION
SP_640_8P231_COPY_NUMBER_VARIATION_SYNDROME,640,WP_8P231_COPY_NUMBER_VARIATION_SYNDROME,8P231 COPY NUMBER VARIATION SYNDROME,1,54,WP_8P231_COPY_NUMBER_VARIATION_SYNDROME
SP_641_8Q1123_RB1CC1_COPY_NUMBER_VARIATION,641,WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION,8Q1123 RB1CC1 COPY NUMBER VARIATION,1,16,WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION
SP_642_FAMILIAL_PARTIAL_LIPODYSTROPHY,642,WP_FAMILIAL_PARTIAL_LIPODYSTROPHY,FAMILIAL PARTIAL LIPODYSTROPHY,3,48,WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME; WP_FAMILIAL_PARTIAL_LIPODYSTROPHY; WP_PROGERIAASSOCIATED_LIPODYSTROPHY
SP_643_ADHD_AND_AUTISM_ASD_PATHWAYS,643,WP_ADHD_AND_AUTISM_ASD_PATHWAYS,ADHD AND AUTISM ASD PATHWAYS,1,367,WP_ADHD_AND_AUTISM_ASD_PATHWAYS
SP_644_ADIPOGENESIS,644,WP_ADIPOGENESIS,ADIPOGENESIS,1,131,WP_ADIPOGENESIS
SP_645_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,645,WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,AFFECTED PATHWAYS IN DUCHENNE MUSCULAR DYSTROPHY,1,75,WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY
SP_646_UROTENSINIIMEDIATED_SIGNALING,646,WP_UROTENSINIIMEDIATED_SIGNALING,UROTENSINIIMEDIATED SIGNALING,3,139,WP_AGERAGE_PATHWAY; WP_IL26_SIGNALING; WP_UROTENSINIIMEDIATED_SIGNALING
SP_647_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,647,WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION,AIRWAY SMOOTH MUSCLE CELL CONTRACTION,2,25,WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION; WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING
SP_648_ALSTROM_SYNDROME,648,WP_ALSTROM_SYNDROME,ALSTROM SYNDROME,1,34,WP_ALSTROM_SYNDROME
SP_649_AMINO_ACID_METABOLISM,649,WP_AMINO_ACID_METABOLISM,AMINO ACID METABOLISM,1,91,WP_AMINO_ACID_METABOLISM
SP_650_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY,650,WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY,ANGIOTENSIN II RECEPTOR TYPE 1 PATHWAY,1,28,WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY
SP_651_APOPTOSIS_REGULATION_BY_PARATHYROID_HORMONERELATED_PROTEIN,651,WP_APOPTOSIS_REGULATION_BY_PARATHYROID_HORMONERELATED_PROTEIN,APOPTOSIS REGULATION BY PARATHYROID HORMONERELATED PROTEIN,1,25,WP_APOPTOSIS_REGULATION_BY_PARATHYROID_HORMONERELATED_PROTEIN
SP_652_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION,652,WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION,ARSENIC METABOLISM AND REACTIVE OXYGEN SPECIES GENERATION,1,11,WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION
SP_653_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586,653,WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586,ARYL HYDROCARBON RECEPTOR PATHWAY WP2586,2,75,WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586; WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873
SP_654_ASPIRIN_AND_MIRNAS,654,WP_ASPIRIN_AND_MIRNAS,ASPIRIN AND MIRNAS,1,19,WP_ASPIRIN_AND_MIRNAS
SP_655_ATOPIC_DERMATITIS_MECHANISM_AND_THERAPIES,655,WP_ATOPIC_DERMATITIS_MECHANISM_AND_THERAPIES,ATOPIC DERMATITIS MECHANISM AND THERAPIES,2,33,WP_ATOPIC_DERMATITIS_MECHANISM_AND_THERAPIES; WP_ULCERATIVE_COLITIS_SIGNALING
SP_656_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS,656,WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS,AUTOSOMAL RECESSIVE OSTEOPETROSIS PATHWAYS,1,11,WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS
SP_657_CILIOPATHIES,657,WP_CILIOPATHIES,CILIOPATHIES,4,257,WP_BARDETBIEDL_SYNDROME; WP_CILIOPATHIES; WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR; WP_JOUBERT_SYNDROME
SP_658_SYNAPTIC_SIGNALING_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER,658,WP_SYNAPTIC_SIGNALING_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER,SYNAPTIC SIGNALING ASSOCIATED WITH AUTISM SPECTRUM DISORDER,3,78,WP_BDNFTRKB_SIGNALING; WP_SYNAPTIC_SIGNALING_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER; WP_TYROSINE_KINASE_INHIBITORS_IN_GLIOBLASTOMA
SP_659_BILE_ACID_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION,659,WP_BILE_ACID_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION,BILE ACID SYNTHESIS AND ENTEROHEPATIC CIRCULATION,1,12,WP_BILE_ACID_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION
SP_660_BIOGENIC_AMINE_SYNTHESIS,660,WP_BIOGENIC_AMINE_SYNTHESIS,BIOGENIC AMINE SYNTHESIS,3,25,WP_BIOGENIC_AMINE_SYNTHESIS; WP_BIOSYNTHESIS_AND_REGENERATION_OF_TETRAHYDROBIOPTERIN_AND_CATABOLISM_OF_PHENYLALANINE; WP_NEUROTRANSMITTER_DISORDERS
SP_661_BMP_SIGNALING_IN_EYELID_DEVELOPMENT,661,WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT,BMP SIGNALING IN EYELID DEVELOPMENT,1,20,WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT
SP_662_BMP2WNT4FOXO1_PATHWAY_IN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DI,662,WP_BMP2WNT4FOXO1_PATHWAY_IN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION,BMP2WNT4FOXO1 PATHWAY IN PRIMARY ENDOMETRIAL STROMAL CELL DIFFERENTIATION,1,13,WP_BMP2WNT4FOXO1_PATHWAY_IN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION
SP_663_BURN_WOUND_HEALING,663,WP_BURN_WOUND_HEALING,BURN WOUND HEALING,1,113,WP_BURN_WOUND_HEALING
SP_664_CAMKK2_PATHWAY,664,WP_CAMKK2_PATHWAY,CAMKK2 PATHWAY,1,110,WP_CAMKK2_PATHWAY
SP_665_CARDIAC_PROGENITOR_DIFFERENTIATION,665,WP_CARDIAC_PROGENITOR_DIFFERENTIATION,CARDIAC PROGENITOR DIFFERENTIATION,1,53,WP_CARDIAC_PROGENITOR_DIFFERENTIATION
SP_666_CARDIOMYOCYTE_SIGNALING_CONVERGING_ON_TITIN,666,WP_CARDIOMYOCYTE_SIGNALING_CONVERGING_ON_TITIN,CARDIOMYOCYTE SIGNALING CONVERGING ON TITIN,1,33,WP_CARDIOMYOCYTE_SIGNALING_CONVERGING_ON_TITIN
SP_667_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA,667,WP_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA,CATABOLISM OF SKELETAL MUSCLE IN CACHEXIA,2,60,WP_CATABOLISM_OF_SKELETAL_MUSCLE_IN_CACHEXIA; WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING
SP_668_CCL18_SIGNALING,668,WP_CCL18_SIGNALING,CCL18 SIGNALING,1,52,WP_CCL18_SIGNALING
SP_669_CELL_DIFFERENTIATION_EXPANDED_INDEX,669,WP_CELL_DIFFERENTIATION_EXPANDED_INDEX,CELL DIFFERENTIATION EXPANDED INDEX,3,65,WP_CELL_DIFFERENTIATION_EXPANDED_INDEX; WP_CELL_DIFFERENTIATION_INDEX; WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION
SP_670_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION,670,WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION,CELL LINEAGE MAP FOR NEURONAL DIFFERENTIATION,1,132,WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION
SP_671_CILIARY_LANDSCAPE,671,WP_CILIARY_LANDSCAPE,CILIARY LANDSCAPE,1,215,WP_CILIARY_LANDSCAPE
SP_672_CIRCADIAN_RHYTHM_GENES,672,WP_CIRCADIAN_RHYTHM_GENES,CIRCADIAN RHYTHM GENES,1,201,WP_CIRCADIAN_RHYTHM_GENES
SP_673_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,673,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,CLOCKCONTROLLED AUTOPHAGY IN BONE METABOLISM,1,80,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM
SP_674_PREGNANE_X_RECEPTOR_PATHWAY,674,WP_PREGNANE_X_RECEPTOR_PATHWAY,PREGNANE X RECEPTOR PATHWAY,4,52,WP_CODEINE_AND_MORPHINE_METABOLISM; WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY; WP_IRINOTECAN_PATHWAY; WP_PREGNANE_X_RECEPTOR_PATHWAY
SP_675_CONGENITAL_GENERALIZED_LIPODYSTROPHY,675,WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY,CONGENITAL GENERALIZED LIPODYSTROPHY,1,18,WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY
SP_676_CORTICOTROPINRELEASING_HORMONE_SIGNALING,676,WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING,CORTICOTROPINRELEASING HORMONE SIGNALING,1,92,WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING
SP_677_COVID19_STRUCTURAL_COVERAGE_MAP,677,WP_COVID19_STRUCTURAL_COVERAGE_MAP,COVID19 STRUCTURAL COVERAGE MAP,1,26,WP_COVID19_STRUCTURAL_COVERAGE_MAP
SP_678_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY,678,WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY,DEVELOPMENT AND HETEROGENEITY OF THE ILC FAMILY,1,33,WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY
SP_679_DEVELOPMENT_OF_PULMONARY_DENDRITIC_CELLS_AND_MACROPHAGE_SUBS,679,WP_DEVELOPMENT_OF_PULMONARY_DENDRITIC_CELLS_AND_MACROPHAGE_SUBSETS,DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS,1,13,WP_DEVELOPMENT_OF_PULMONARY_DENDRITIC_CELLS_AND_MACROPHAGE_SUBSETS
SP_680_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,680,WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,DIFFERENTIATION OF WHITE AND BROWN ADIPOCYTE,1,25,WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE
SP_681_DISORDERS_OF_MITOCHONDRIAL_HOMEOSTATIS_DYNAMICS_PROTEIN_IMPO,681,WP_DISORDERS_OF_MITOCHONDRIAL_HOMEOSTATIS_DYNAMICS_PROTEIN_IMPORT_AND_QUALITY_CONTROL,DISORDERS OF MITOCHONDRIAL HOMEOSTATIS DYNAMICS PROTEIN IMPORT AND QUALITY CONTROL,1,62,WP_DISORDERS_OF_MITOCHONDRIAL_HOMEOSTATIS_DYNAMICS_PROTEIN_IMPORT_AND_QUALITY_CONTROL
SP_682_DOPAMINERGIC_NEUROGENESIS,682,WP_DOPAMINERGIC_NEUROGENESIS,DOPAMINERGIC NEUROGENESIS,1,30,WP_DOPAMINERGIC_NEUROGENESIS
SP_683_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEV,683,WP_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEVELOPMENT,DYRK1A INVOLVEMENT REGARDING CELL PROLIFERATION IN BRAIN DEVELOPMENT,1,62,WP_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEVELOPMENT
SP_684_ECTODERM_DIFFERENTIATION,684,WP_ECTODERM_DIFFERENTIATION,ECTODERM DIFFERENTIATION,1,142,WP_ECTODERM_DIFFERENTIATION
